"","genes","logFC","AveExpr","t","P.Value","adj.P.Val"
"g1462","g1462",-5.34150312854059,8.52229541587818,-41.0294145268865,1.29943728076094e-25,2.03660805013662e-21
"g13934","g13934",-4.11586852005871,8.46009405519039,-31.6711496401802,1.00827828540367e-22,6.02461829464938e-19
"g7362","g7362",-5.44469551424968,7.07167077212289,-31.5052883684679,1.15318413092249e-22,6.02461829464938e-19
"g14382","g14382",-8.66414875315177,6.27818720911415,-31.0732697484313,1.64513284488127e-22,6.44604176945604e-19
"g13803","g13803",-4.43473015367267,6.86371156454131,-30.6507501448517,2.32745421080688e-22,7.29563796919526e-19
"g14360","g14360",-8.0808543643869,7.23906322259219,-29.9634127324459,4.15768850188358e-22,1.08605753150036e-18
"g22065","g22065",-5.49217215380194,6.44472246796754,-29.0966309004812,8.767184490846e-22,1.96297260750042e-18
"g11667","g11667",-4.40273275887573,7.34772095498966,-28.2842250416864,1.80115952450673e-21,3.52869665344925e-18
"g7883","g7883",-8.30414109184347,8.23614996878324,-27.9202384921074,2.50784782133966e-21,3.73498311822942e-18
"g21687","g21687",-8.95121115715077,5.11273562223639,-27.913348560084,2.52658818830913e-21,3.73498311822942e-18
"g9973","g9973",-4.89278334182227,6.60765195159547,-27.8693490677604,2.62137525046408e-21,3.73498311822942e-18
"g23353","g23353",-6.78382370103674,7.64524147154886,-27.6798663871785,3.11836309937601e-21,3.77358869920653e-18
"g17560","g17560",-4.01481091673803,7.21358561863214,-27.6752531318495,3.1300104057733e-21,3.77358869920653e-18
"g3313","g3313",-9.21455312594663,-1.10723439681212,-27.5641812714912,3.4795051998016e-21,3.8953060711779e-18
"g15126","g15126",-7.06658646061351,5.90279305821806,-26.5440081410345,9.01748976871912e-21,9.42207447634232e-18
"g13442","g13442",-9.88018333565778,-0.747883493934226,-26.2572854651728,1.19273602046473e-20,1.16835947804648e-17
"g19229","g19229",-4.67880158401514,6.81360862870402,-26.1488101989735,1.31683826827509e-20,1.21404742227503e-17
"g10981","g10981",-11.8488996981252,4.92458394907234,-25.7444757572026,1.97864412249766e-20,1.7228494073281e-17
"g14384","g14384",-3.48088889373168,7.9538350502446,-25.2254275190733,3.26316159383535e-20,2.69176482422008e-17
"g17480","g17480",-8.46838879491364,4.52613335723476,-25.0447090211122,3.92083358040082e-20,3.0725612352811e-17
"g15581","g15581",-10.089425567724,5.30727221265225,-24.8963825465964,4.57198234278636e-20,3.41222282183289e-17
"g9979","g9979",-13.8677493711542,2.423943528577,-24.823008722861,5.01951196706954e-20,3.57594595726732e-17
"g5591","g5591",-11.3241243804479,4.47193514601841,-24.6361220500378,5.98507363529827e-20,4.07843735156651e-17
"g5194","g5194",-7.58935188076785,7.02206533785804,-24.5706557377095,6.33558387249111e-20,4.13740025139805e-17
"g18206","g18206",-3.43553621384068,8.14880242128112,-24.4464068101224,7.18858567395237e-20,4.50666813071422e-17
"g23556","g23556",-14.6197816765569,1.93083465102987,-24.4033019124358,7.7503436947452e-20,4.67196679722083e-17
"g15656","g15656",-14.4855143759621,2.38685724962581,-24.0571545590587,1.10878705373945e-19,6.43630351602162e-17
"g6570","g6570",-4.30103356893242,9.03724644081831,-23.9221541419656,1.23930969735753e-19,6.93703603095877e-17
"g14187","g14187",-15.4172302113119,3.5821425709566,-23.3489758921289,2.36297318373355e-19,1.26962230755107e-16
"g21514","g21514",-3.23972296795389,8.22342948281145,-23.2881680365245,2.43020922775041e-19,1.26962230755107e-16
"g20359","g20359",-3.07921551469761,6.58112077637824,-23.1919851497723,2.69554988417096e-19,1.3628178495036e-16
"g11913","g11913",-14.5376783951718,2.72530523856524,-22.8793275637571,3.90384047679244e-19,1.88910231759521e-16
"g15778","g15778",-9.16901262062824,6.14534335196012,-22.8377168431228,3.97756501503489e-19,1.88910231759521e-16
"g14186","g14186",-15.1789272857035,3.08400557729879,-22.8391422048902,4.09897575570663e-19,1.88950726527029e-16
"g15701","g15701",-9.7710815884366,4.62442529760293,-22.7480214305901,4.39591303690028e-19,1.96848985792395e-16
"g12147","g12147",-14.8613707850789,2.78273929524079,-22.7049845150052,4.73797844769604e-19,2.02111640851119e-16
"g10895","g10895",-15.3036106451782,2.53303812728573,-22.7016851977,4.77134608019613e-19,2.02111640851119e-16
"g2171","g2171",-14.9519689902461,2.91408964486041,-22.462912413733,6.19704023626117e-19,2.5559529374453e-16
"g15336","g15336",-14.8319483611015,2.69942743898803,-22.4326644492669,6.40327018859844e-19,2.57329368374111e-16
"g19335","g19335",-14.1604775647368,2.00906861328893,-22.2916370530485,7.4581809342496e-19,2.92230174456235e-16
"g9583","g9583",-7.29539831371792,4.74501128890148,-22.0659497240622,9.35251369942914e-19,3.57516944417446e-16
"g1319","g1319",-14.3012183821543,2.52731284111672,-22.0660102669497,9.62159993446129e-19,3.59046037554314e-16
"g10587","g10587",-14.9594349211937,2.6661833466132,-22.0216818866669,1.01655515938469e-18,3.70522535186891e-16
"g294","g294",-14.4839623293415,2.18330197856994,-21.9721949094074,1.07135847651912e-18,3.81622759147366e-16
"g17515","g17515",-3.63374593825901,6.94432326928356,-21.754433549641,1.33126182492045e-18,4.63663701821738e-16
"g882","g882",-5.24813091124548,5.37622744192105,-21.6748178961417,1.45848107524774e-18,4.88088736151464e-16
"g18285","g18285",-5.22014153422104,4.96038938595195,-21.6717178460527,1.46367451024812e-18,4.88088736151464e-16
"g10811","g10811",-13.5541501083765,1.45892125855594,-21.5359153637744,1.75350149486151e-18,5.72554769353424e-16
"g9600","g9600",-15.1559454742072,2.77900011482858,-21.5088575156423,1.83029309773258e-18,5.85432320831892e-16
"g11140","g11140",-14.0038606224471,1.98617735273906,-21.426009121732,1.9974497811493e-18,6.26120608399058e-16
"g3058","g3058",-11.8916700362808,4.25003445399674,-21.3808280319941,2.07788763171848e-18,6.30740757645422e-16
"g14697","g14697",-14.0429013898705,1.75229308303561,-21.3861260883968,2.0926765391158e-18,6.30740757645422e-16
"g19660","g19660",-14.0392104821766,1.7503198719678,-21.3278741743495,2.2393356746119e-18,6.51346625339719e-16
"g3915","g3915",-6.58209766525245,-2.53513068926876,-21.3025237813012,2.24415987802876e-18,6.51346625339719e-16
"g2721","g2721",-13.9735418783881,2.40654241497102,-21.2185168981112,2.5430808825808e-18,7.21797450641462e-16
"g4016","g4016",-14.3506175171677,3.10228618141059,-21.2000621540316,2.60561961992725e-18,7.21797450641462e-16
"g15569","g15569",-12.9929771867243,3.55569044873277,-21.1858785107999,2.62505293731662e-18,7.21797450641462e-16
"g5398","g5398",-14.8394569141837,3.74067384078924,-21.0888169599913,2.97989334270987e-18,8.05239109660204e-16
"g20165","g20165",-13.7656747174387,1.79652069343095,-21.0300303857268,3.16879460824802e-18,8.41771489746969e-16
"g4486","g4486",-7.55506535528696,-1.21001503574799,-20.9806383018817,3.27672577892071e-18,8.55935385550404e-16
"g5624","g5624",-14.0285032357615,2.56111663728657,-20.9422447917962,3.52157777551917e-18,9.04814565175607e-16
"g2756","g2756",-14.7499969173339,2.59753003398726,-20.9228831706272,3.62235617491828e-18,9.15696585959584e-16
"g19963","g19963",-14.7701071886877,2.98849507776872,-20.8268014188338,4.06069751550885e-18,1.01021130413603e-15
"g9601","g9601",-9.80845681740785,-0.601027771431841,-20.781734200647,4.1685139280684e-18,1.02082998116587e-15
"g7859","g7859",-12.1885327339147,4.20578673140058,-20.7343674427634,4.4568324835856e-18,1.07390517108598e-15
"g1775","g1775",-11.6583999124328,0.20522951657972,-20.7198210978363,4.52228298932396e-18,1.07390517108598e-15
"g6988","g6988",-8.13323091067591,8.04720341583969,-20.5363627512035,5.57087579105537e-18,1.29573264405253e-15
"g12672","g12672",-14.0935990089702,2.43382929368662,-20.5508291852712,5.62175842503488e-18,1.29573264405253e-15
"g17144","g17144",-7.86496483185821,5.51920894400973,-20.5029787962044,5.79725206932587e-18,1.31317740721086e-15
"g15682","g15682",-13.7230143365013,1.64148346027573,-20.5135142209823,5.86501745069612e-18,1.31317740721086e-15
"g15992","g15992",-11.7208848234798,3.97706535643676,-20.4509126330876,6.24970296695669e-18,1.37959992395933e-15
"g4672","g4672",-14.041727294275,1.94516353120303,-20.450558599737,6.3423592426746e-18,1.38060828347832e-15
"g20216","g20216",-13.2728085895114,1.53115317397787,-20.4178891685597,6.56356171910663e-18,1.40918770991176e-15
"g12498","g12498",-14.2873522932217,2.14801492160976,-20.3230604052776,7.41579690815845e-18,1.57064574245361e-15
"g21447","g21447",-14.444442765167,2.79215807889821,-20.2942405009822,7.68932341971592e-18,1.6068635460961e-15
"g4123","g4123",-14.0484268847981,1.85712600345619,-20.2371889596091,8.21933343698949e-18,1.69502122313074e-15
"g10300","g10300",-6.57104323001445,4.5877014197439,-20.1598108185404,8.78556846448705e-18,1.78826252654423e-15
"g9602","g9602",-13.8296165656141,1.79366650539887,-20.1516410319341,9.11154269199631e-18,1.82602889656691e-15
"g13754","g13754",-13.0416316156064,1.41691385527824,-20.1390997528179,9.20412702282816e-18,1.82602889656691e-15
"g8005","g8005",-6.91495620478202,5.68011996623649,-20.0938556244567,9.52749937417548e-18,1.86655622114315e-15
"g15681","g15681",-12.9636824064727,0.907232235101971,-20.0971222865579,9.68572912256677e-18,1.8741287967653e-15
"g8869","g8869",-14.8050002020704,2.81194012877654,-20.0524621564663,1.0365341063159e-17,1.98117061564502e-15
"g3189","g3189",-15.3344293028174,3.24207890414508,-20.0101271260545,1.09656411107776e-17,2.05959667270768e-15
"g13545","g13545",-12.2811611021147,0.539488554922214,-19.9875813963007,1.10384814973167e-17,2.05959667270768e-15
"g3180","g3180",-14.909987430499,3.78359515774094,-19.9185201119042,1.22383226450389e-17,2.23066445164255e-15
"g17850","g17850",-13.5913415964555,1.61101803129018,-19.9087770596886,1.22679687774763e-17,2.23066445164255e-15
"g19515","g19515",-13.2675087724078,1.4981007934931,-19.8995365214999,1.23823012373446e-17,2.23066445164255e-15
"g15777","g15777",-9.15400539815709,8.90073322873564,-19.8553943685472,1.28326919550523e-17,2.28553160240381e-15
"g3476","g3476",-11.2981807734371,4.6532947981109,-19.8238380589302,1.34502343342862e-17,2.36860137889064e-15
"g22379","g22379",-13.3398421347653,1.80118170588778,-19.7137888809674,1.56077222730767e-17,2.71799812428813e-15
"g275","g275",-13.2170528785034,1.17560382876441,-19.6005728163038,1.79700679708545e-17,3.06027039770116e-15
"g13000","g13000",-7.76794604524035,5.01679686097822,-19.5784074737183,1.80853050585428e-17,3.06027039770116e-15
"g9097","g9097",-14.5230741231517,2.33639165322684,-19.5995898052358,1.8158945127685e-17,3.06027039770116e-15
"g19844","g19844",-14.3354175429828,2.62245665724603,-19.5611105528414,1.9031730059847e-17,3.17323728965938e-15
"g10894","g10894",-15.4876276179013,4.01741716352673,-19.44457719373,2.22431991156742e-17,3.66965957621012e-15
"g15779","g15779",-9.58004822692783,7.00273066419463,-19.3782301497875,2.33722443460205e-17,3.81576235036646e-15
"g3146","g3146",-6.42246638877022,5.06034168895954,-19.3281374085062,2.47798683895895e-17,4.00386471412409e-15
"g997","g997",-13.5367987965146,3.48415798187029,-19.2762231996702,2.71387660326944e-17,4.34026408194306e-15
"g4811","g4811",-12.0168762576485,0.39820471269289,-19.2580996558956,2.75126623526602e-17,4.35561572781054e-15
"g11648","g11648",-13.8032548389016,1.94882296877865,-19.2278586765756,2.89186408410687e-17,4.5324185790207e-15
"g22861","g22861",-5.10443454129478,6.0512069595138,-19.1902343369931,2.95297646796843e-17,4.56175952487502e-15
"g22012","g22012",-12.7674326742292,3.42902757237545,-19.1907649944526,3.0114293086863e-17,4.56175952487502e-15
"g16507","g16507",-14.3992392158941,2.20221847300519,-19.1959512065487,3.02527836182345e-17,4.56175952487502e-15
"g13334","g13334",-13.7689338849685,1.89305718368922,-19.1919197895016,3.02700817065656e-17,4.56175952487502e-15
"g8567","g8567",-15.309582806285,3.51973878779658,-19.1830378156303,3.09757937831207e-17,4.62365348536049e-15
"g7597","g7597",-7.6442818281018,-1.9530453988266,-19.0957634334557,3.33746616651516e-17,4.92234016745428e-15
"g22535","g22535",-14.4327713645446,2.66672351591541,-19.1141049700943,3.36049510570796e-17,4.92234016745428e-15
"g9760","g9760",-3.11586503312211,7.13216387293999,-19.0809081338389,3.39685946879851e-17,4.92953504208139e-15
"g19785","g19785",-13.2208755042539,1.41159366579217,-19.0256748053076,3.73296757922059e-17,5.36759641001141e-15
"g738","g738",-15.2020943713705,3.46764756181169,-19.0140018285736,3.8452538301159e-17,5.47878757085514e-15
"g9296","g9296",-12.2694888242716,1.05250938906881,-18.9537859773034,4.07174230320674e-17,5.68541440671097e-15
"g301","g301",-13.03903268578,1.40528442138479,-18.9537010796141,4.09141891527204e-17,5.68541440671097e-15
"g17562","g17562",-14.3303058327999,2.81324676310837,-18.9592297567465,4.09909926598826e-17,5.68541440671097e-15
"g18825","g18825",-13.2674334647337,2.2602619523299,-18.9059335133271,4.35881895728952e-17,5.97973104481203e-15
"g16506","g16506",-14.0263788539419,1.71318894957763,-18.9049345741724,4.38760333154714e-17,5.97973104481203e-15
"g9022","g9022",-13.1194693530427,1.4890675466224,-18.8890264799386,4.45102533079899e-17,6.01387241462177e-15
"g10325","g10325",-4.07386728208417,5.24494759635117,-18.8422797579467,4.62310161386112e-17,6.19298047812353e-15
"g22699","g22699",-6.57492400088747,4.29480511534261,-18.723800829231,5.39697179811165e-17,7.16836771116982e-15
"g10223","g10223",-12.5309124229544,1.06119950897914,-18.6261558185917,6.24813485170457e-17,8.20008061825842e-15
"g7186","g7186",-12.2145874078182,3.84444934877894,-18.621053850743,6.27837474759784e-17,8.20008061825842e-15
"g2235","g2235",-13.752033372062,2.48076077968154,-18.595273756075,6.55924742972346e-17,8.49612272446742e-15
"g4966","g4966",-13.2037732656419,1.40233293755035,-18.518171516914,7.23272970885237e-17,9.2916862890855e-15
"g17162","g17162",-13.6931290586141,3.91317528760913,-18.4291112860397,8.16357053647837e-17,1.04022472372541e-14
"g19964","g19964",-14.8007468065543,3.24688371432111,-18.393361914481,8.63092631816367e-17,1.08793828382879e-14
"g9714","g9714",-14.3195635063511,3.04157212588715,-18.3865698827418,8.67685098440626e-17,1.08793828382879e-14
"g13592","g13592",-13.8614443253033,2.23502342388304,-18.3411300644021,9.1857274469278e-17,1.14260243075952e-14
"g7122","g7122",-3.92096829659464,7.05573426029809,-18.3108363553185,9.29813348684343e-17,1.14747752865588e-14
"g21307","g21307",-7.9572969739035,5.06444569735462,-18.2638957459734,9.91742226490793e-17,1.21434186842111e-14
"g12375","g12375",-15.3249712529183,3.10671337353055,-18.2788733420802,1.00933994297182e-16,1.22630890900754e-14
"g13511","g13511",-2.74673777832112,6.23277060922252,-18.1036567744886,1.22675463372626e-16,1.47899425956859e-14
"g3721","g3721",-3.07929526420676,6.93177550953986,-18.0804824359437,1.26559424082847e-16,1.51417240736677e-14
"g20043","g20043",-8.43486208161551,5.09732391843505,-18.0760691294648,1.27668230769089e-16,1.51586680366964e-14
"g22847","g22847",-12.5057904631312,0.792555035827822,-18.059269062312,1.32759493755702e-16,1.56446582378429e-14
"g3873","g3873",-13.6225804098219,1.39396351450704,-18.0445518493966,1.36419641831578e-16,1.59560078091516e-14
"g12215","g12215",-13.1365205929914,1.4578336554545,-18.0246399113149,1.39668153379952e-16,1.62149553179554e-14
"g1373","g1373",-7.79009572837425,4.15814589803022,-17.9917864391931,1.42882433061319e-16,1.64661498041916e-14
"g12499","g12499",-13.094206397295,3.0809996277638,-17.9929026460047,1.45745658315924e-16,1.6633793600876e-14
"g3620","g3620",-13.9623502400431,2.35077006727804,-17.9937712968561,1.46459740759324e-16,1.6633793600876e-14
"g17473","g17473",-3.66497767702451,5.38627765054538,-17.9004409705507,1.61425127336701e-16,1.82015541061015e-14
"g18330","g18330",-13.7140108493869,1.57523566015916,-17.871489570946,1.72562535482782e-16,1.92240091495941e-14
"g417","g417",-13.1247401417107,1.51288598574931,-17.8668615844471,1.72946167938032e-16,1.92240091495941e-14
"g15417","g15417",-13.8169918812003,2.52495185363765,-17.817030786963,1.85983027690175e-16,2.03937292797019e-14
"g11539","g11539",-6.97560859232897,-2.31455627085497,-17.7965997817034,1.86071797804975e-16,2.03937292797019e-14
"g23187","g23187",-12.9093366259076,2.15909932986686,-17.7392741743488,2.05536804000635e-16,2.23706828409857e-14
"g15178","g15178",-3.01859425732641,5.58403715667433,-17.665379896128,2.22492937671888e-16,2.40491849112517e-14
"g3852","g3852",-13.4375376688974,1.29432507658661,-17.6637533174952,2.28769779139564e-16,2.45582790990027e-14
"g13500","g13500",-3.19898778068031,7.92587362569375,-17.614548731611,2.38592501746053e-16,2.53829984345213e-14
"g16229","g16229",-9.28985762100729,3.47841703570079,-17.6147777605559,2.39691429101586e-16,2.53829984345213e-14
"g20437","g20437",-13.6665661301598,1.54970922742903,-17.6147989044686,2.45096066528787e-16,2.57811453067496e-14
"g7810","g7810",-14.0916426193157,2.39943679687389,-17.603429434244,2.49739059542517e-16,2.60944018680658e-14
"g3567","g3567",-7.67776703475162,3.00959683284381,-17.5704629975653,2.5392946011299e-16,2.63565326380854e-14
"g9569","g9569",-14.4050434270285,2.74085240540873,-17.5767455421864,2.59713472854967e-16,2.67795346056309e-14
"g14656","g14656",-13.5432955473693,1.71725050808249,-17.5510177637608,2.67393629097788e-16,2.73912441101283e-14
"g7355","g7355",-8.18618839078762,4.18790143304966,-17.4073402022828,3.18527046645484e-16,3.24173662472381e-14
"g21776","g21776",-11.1109463427834,-0.088630261773183,-17.399209452782,3.25243585399276e-16,3.28873723481474e-14
"g16812","g16812",-2.8261663497,3.40843961853122,-17.3325239868792,3.52660623363891e-16,3.54310894229632e-14
"g6764","g6764",-8.51685894210151,4.96884775902233,-17.2298792661084,4.08343283944791e-16,4.07641037532912e-14
"g8725","g8725",-12.7983995817251,2.10962823352479,-17.2254615132938,4.18567085543532e-16,4.15202653906568e-14
"g15087","g15087",-14.106092073153,2.5795437986022,-17.1290867446054,4.83752965260662e-16,4.7684655500191e-14
"g21612","g21612",-13.8339571971593,2.15883960085758,-17.0821208808574,5.15860362625391e-16,5.05317466464235e-14
"g7234","g7234",-13.9313984771603,4.14249864726016,-17.0599967172666,5.32635440694389e-16,5.18509022484668e-14
"g3691","g3691",-14.6446985211675,2.73776258731232,-16.9665589833629,6.11443179523576e-16,5.91552404485988e-14
"g1559","g1559",-2.58596383822083,7.01145343443891,-16.913811554285,6.36295814170962e-16,6.11819895429539e-14
"g21963","g21963",-11.9842856978946,0.969787215782743,-16.9138124223605,6.4706787540012e-16,6.18383829947931e-14
"g8655","g8655",-14.5786660331084,2.43700319031139,-16.9118153464862,6.60641090061743e-16,6.2752895785077e-14
"g5831","g5831",-4.79253563036096,5.34830811045582,-16.8699670276897,6.77355959918361e-16,6.3953011806027e-14
"g15544","g15544",-13.6086575527155,2.13232238278562,-16.8732931186938,6.92848485120421e-16,6.50240377682177e-14
"g17026","g17026",-13.4816584351726,1.61342131547142,-16.8600297966052,7.05456000581725e-16,6.55304902023377e-14
"g6856","g6856",-6.89684888467515,-1.47214131057635,-16.8408824005324,7.0660708506317e-16,6.55304902023377e-14
"g22713","g22713",-13.7238747061978,1.68238221077384,-16.8516861752438,7.15165272003216e-16,6.59340312241553e-14
"g11763","g11763",-13.3599243222535,1.5166869290349,-16.7886944055114,7.80612365548222e-16,7.15470035393993e-14
"g1457","g1457",-2.81027059825325,6.68524479292162,-16.7290858814665,8.28763650422296e-16,7.55186784480735e-14
"g11508","g11508",-13.5028244305492,3.051117084935,-16.7339064816444,8.45349901101489e-16,7.65847919073043e-14
"g22831","g22831",-9.95432581893948,6.40387221912001,-16.7102392118647,8.57755265151028e-16,7.72620590270808e-14
"g3387","g3387",-5.24148041173071,3.58147218083418,-16.6851719438489,8.82881277480404e-16,7.90036288601641e-14
"g21964","g21964",-13.2052104379856,1.40316595630151,-16.6988941216983,8.87171484679951e-16,7.90036288601641e-14
"g303","g303",-13.2409582074479,1.81860780302172,-16.5040490167625,1.17646607875838e-15,1.04173744928701e-13
"g8540","g8540",-13.0470735180973,1.96205398152672,-16.4679310481827,1.23831763036221e-15,1.09034563037455e-13
"g14078","g14078",-13.940316293443,2.54669967053026,-16.4662919026487,1.24926804405257e-15,1.09384234940983e-13
"g4968","g4968",-2.6336314445691,7.18827523252412,-16.4334558976414,1.27153483945442e-15,1.10715364104273e-13
"g19786","g19786",-12.7966679328721,1.73937620155202,-16.3782363752229,1.40923840100384e-15,1.22027588170902e-13
"g17936","g17936",-5.06824219924487,-3.34168250370137,-16.3567909690945,1.42237221067487e-15,1.22119564231921e-13
"g22562","g22562",-12.7892699554975,1.20043927531759,-16.3701812125451,1.42588402057305e-15,1.22119564231921e-13
"g15680","g15680",-12.3466131778672,0.707032817096727,-16.3342766986817,1.49866426278719e-15,1.27655244514476e-13
"g3682","g3682",-12.6210125964061,1.51609909383672,-16.2929811398989,1.59511337076368e-15,1.35136280324212e-13
"g20489","g20489",-7.77911142243371,4.13876617748842,-16.2600303094858,1.64236407514495e-15,1.38391248116918e-13
"g18516","g18516",-6.08288335596621,-2.27106986608192,-16.0818435037053,2.13404936812085e-15,1.78860725917423e-13
"g22372","g22372",-13.5576338115737,1.42041483288552,-16.096519159911,2.14606566259164e-15,1.78911101754249e-13
"g3145","g3145",-10.8778011420388,0.99629965317023,-16.0695774858429,2.19756713071945e-15,1.82235289099291e-13
"g14721","g14721",-2.46353337232888,6.71587227386986,-15.9391459111141,2.63902086059672e-15,2.17691441832276e-13
"g8147","g8147",-7.43213117164724,-1.14877938710394,-15.8868394018042,2.85803777743989e-15,2.34523696784374e-13
"g9226","g9226",-2.85197395042682,8.09399746463828,-15.8292483000421,3.11202273834211e-15,2.54035064468937e-13
"g3888","g3888",-12.1089228800939,2.92190575815151,-15.6944629175509,3.88477474463619e-15,3.15471888977632e-13
"g14119","g14119",-10.4797234520092,3.31005159622357,-15.5857705225331,4.54351468588335e-15,3.6706446222603e-13
"g2788","g2788",-8.66528832550439,-0.388802359672148,-15.5635639592288,4.67110926693437e-15,3.75437413029038e-13
"g14358","g14358",-10.464933917096,6.1321943243102,-15.5167650663684,5.04799526561434e-15,4.03659335703947e-13
"g3000","g3000",-5.57754595627708,-3.07626035289086,-15.4833778525382,5.26168856997962e-15,4.18546370095524e-13
"g2069","g2069",-8.33091171557326,4.05407613615805,-15.4819829000798,5.2875761678628e-15,4.18546370095524e-13
"g22994","g22994",-9.29442077072387,0.63773098251586,-15.4771409024898,5.34026188872591e-15,4.20592585839202e-13
"g7795","g7795",-6.14595734326041,-0.454432458836381,-15.4577985785156,5.47314507877669e-15,4.28903014098335e-13
"g22828","g22828",-8.98200408053629,4.65732332944634,-15.3820031102,6.17506429188676e-15,4.81501406202692e-13
"g17024","g17024",-2.90608325621877,7.95820827740935,-15.3652005585486,6.30842049296742e-15,4.89464724684547e-13
"g7185","g7185",-5.37927930916722,2.82644044181689,-15.3253272303179,6.70939731826463e-15,5.18011744675673e-13
"g15123","g15123",-8.72291357050087,4.41173246439651,-15.3001332794334,7.00200307905423e-15,5.37952913029495e-13
"g18652","g18652",-7.15561354558515,4.56725830595946,-15.2083023324057,8.05113770560307e-15,6.15538932975204e-13
"g14354","g14354",-11.3278603059968,5.85711578724094,-15.1962394110195,8.31146807604154e-15,6.32357471630092e-13
"g4717","g4717",-10.833979966033,2.31682769842648,-15.1891131256706,8.38292294916e-15,6.34712808609588e-13
"g21651","g21651",-5.15711495610783,4.68622031542919,-15.0915565862557,9.64819686201549e-15,7.27000910665235e-13
"g17363","g17363",-6.1592167616478,-2.55616053075335,-15.0649233705107,1.00616657504109e-14,7.54528647398041e-13
"g15501","g15501",-2.36197800850986,8.66331169709293,-15.0589903491232,1.01519830370593e-14,7.57059936489864e-13
"g6787","g6787",-13.3247906841265,1.66101054846727,-15.0737445680351,1.01920274739591e-14,7.57059936489864e-13
"g6280","g6280",-12.275881123482,0.538178694550253,-15.0328821158022,1.07884603534537e-14,7.97582731696601e-13
"g3370","g3370",-6.54148067327954,1.0132760669591,-15.0116753376794,1.09403281279518e-14,8.05012970654408e-13
"g3557","g3557",-4.49003131402386,3.90900487621427,-14.9496422727797,1.20548785930108e-14,8.82879028917091e-13
"g13400","g13400",-11.6209316043374,0.968494141228354,-14.9461526992154,1.23164382606869e-14,8.97839706324401e-13
"g21148","g21148",-8.79275604383241,-1.33323665628414,-14.8083811251599,1.51350776952032e-14,1.09820404035611e-12
"g8380","g8380",-11.9250860631015,2.53507701944441,-14.8027448169317,1.54824882920873e-14,1.11823520277366e-12
"g7756","g7756",-13.0706462574118,2.68077165164349,-14.8029275805168,1.55961234453464e-14,1.1212754254996e-12
"g16149","g16149",-1.98782059206918,8.03105141552339,-14.7200697488904,1.73465614507237e-14,1.24142766035248e-12
"g7907","g7907",-2.27453403835246,5.44381203178205,-14.7041445875612,1.77930375412567e-14,1.2675921699278e-12
"g3876","g3876",-8.86992386760201,-0.286127463146466,-14.701730990215,1.79402846763688e-14,1.27229901236528e-12
"g4471","g4471",-2.86964408131414,7.86222482735656,-14.6838095489816,1.8380476723332e-14,1.2976450976792e-12
"g19788","g19788",-3.09708692722595,4.2659302255388,-14.6760868609037,1.86087915824028e-14,1.30787260300897e-12
"g2117","g2117",-1.98153747899561,6.32951317461918,-14.6363098336533,1.98320791999614e-14,1.3876257915223e-12
"g2406","g2406",-3.41962470845687,1.64408499944012,-14.5787856965387,2.17500500841153e-14,1.51506015541484e-12
"g14705","g14705",-5.12901401549233,-2.98566112368022,-14.5736966880757,2.19302323403354e-14,1.52085190915963e-12
"g10009","g10009",-12.5871347803548,0.70403525536316,-14.5830895172169,2.20886734470763e-14,1.52509153716311e-12
"g3406","g3406",-9.69816235458558,1.54931414845088,-14.555308364092,2.27480761611282e-14,1.56373069154984e-12
"g7190","g7190",-2.30820720766781,6.21981838903783,-14.5118655933203,2.4224670586425e-14,1.65796184323598e-12
"g23321","g23321",-4.23753816097016,3.09102686852911,-14.4829743797175,2.53815337902631e-14,1.72777376573483e-12
"g19086","g19086",-2.92457088541594,5.84793691915746,-14.4809330681829,2.54651783248099e-14,1.72777376573483e-12
"g14356","g14356",-10.7247605732027,6.65409208194032,-14.4720296763927,2.61344484679297e-14,1.76553970188733e-12
"g10642","g10642",-8.7727085194614,5.96839262165997,-14.4579009185311,2.65423918019085e-14,1.78540303309576e-12
"g13064","g13064",-7.85901193578958,3.66097558927497,-14.4223313325306,2.80597733735542e-14,1.879405248221e-12
"g4484","g4484",-2.15665031331875,6.14354876673106,-14.3598762987596,3.09869746361953e-14,2.06663341903442e-12
"g14706","g14706",-5.91139721967863,-2.75650098501448,-14.3462370052251,3.16908378194462e-14,2.10462076756008e-12
"g18661","g18661",-8.46295041372062,4.81752083877429,-14.2740419485595,3.57647554865148e-14,2.36515195249007e-12
"g19112","g19112",-11.3452174186015,0.365504365731381,-14.2632417177567,3.68228673085023e-14,2.42489411481579e-12
"g9559","g9559",-7.49204270970447,-1.84781494157705,-14.2499450720817,3.71340379352843e-14,2.43515387681887e-12
"g11923","g11923",-9.61325278647182,4.54223149150929,-14.2175882691597,3.93637320217982e-14,2.57061571657351e-12
"g13425","g13425",-2.54062659495189,7.05196134569753,-14.2093628117958,3.9622278696233e-14,2.57676337761851e-12
"g8088","g8088",-5.15965100156329,4.4377085067454,-14.1245807961457,4.55510545904305e-14,2.95008958097445e-12
"g4235","g4235",-8.63526475167118,2.16310875235841,-14.0882407741339,4.85514332312269e-14,3.13146754334576e-12
"g4816","g4816",-6.12650669852111,-1.59972860735032,-14.0828871561143,4.8808354104995e-14,3.13513661429339e-12
"g16031","g16031",-11.3721942183931,2.05841032650785,-14.0810443118165,4.96916662684273e-14,3.17884687928596e-12
