	A	Coef	t	P.value	F	F.p.value	Results	genes
g13129	1.66107448424046	-0.251584420309983	0	0.991038702333976	0.717196060113732	0.404732332985664	0	g13129
g13131	3.42059908960518	-0.928485571148842	0	0.584933706257417	7.91402634181275	0.00917740648651921	0	g13131
g13133	5.62390491734519	-1.3036142850393	-1.44195690346548	0.0805793384041147	38.3317264637445	1.4550850618527e-06	0	g13133
g13134	5.55128513076594	-0.432005237268909	0	0.999999999999921	110.065314796404	7.06570924691557e-11	0	g13134
g13135	5.62231333401685	-0.00764905303360131	0	1	0.0505723636221995	0.823814486227133	0	g13135
g13137	2.24577938442978	0.410490835930632	0	0.804886442511279	0.16599510223621	0.687004727387698	0	g13137
g13138	5.76316622265179	-0.551120878707317	0	0.999999737249924	65.4699816770249	1.34687039060144e-08	0	g13138
g13139	7.4984522791127	0.377136028848178	0	1	109.134250411189	7.73567355213978e-11	0	g13139
g1314	2.1661977622763	-0.185573935221051	0	0.999999729340847	2.24670829364385	0.145848912626455	0	g1314
g13140	3.67950158250484	-0.249403543896243	0	0.999999977270431	6.34341162601931	0.0182147339291062	0	g13140
g13141	3.5308382432018	-0.321226173482541	0	0.999999999968718	24.9325736292139	3.35031122861004e-05	0	g13141
g13142	4.88762322185789	-1.41645802678938	-2.20427181060051	0.0182420391347857	56.207625504512	5.5527401374882e-08	0	g13142
g13143	7.14933854636165	0.942545757040496	0	0.78561018595021	173.855084586104	4.4604609202447e-13	0	g13143
g13144	6.76598227302515	-0.640078937918574	0	0.999986335763279	81.3018924120581	1.62718724804848e-09	0	g13144
g13145	7.46416887226545	-0.58598419904857	0	0.999998791100623	71.9873285703773	5.4115031243954e-09	0	g13145
g13146	8.39723221316843	-0.272631687208403	0	0.999999999999994	33.2301942726736	4.39736886588778e-06	0	g13146
g13149	7.02067060058601	-0.755871427046944	0	0.999184714159437	118.263516275325	3.26600501731341e-11	0	g13149
g1315	2.95686493077635	0.428229052428779	0	0.998974298991999	6.56843326323553	0.016463888773838	0	g1315
g13150	5.75437894971428	-0.285496787284637	0	1	69.2494075751918	7.87629481095002e-09	0	g13150
g13151	9.83182679684282	-1.61923051903119	-10.2993332187603	5.23160904030305e-11	725.322040957563	1.24842069320987e-20	-1	g13151
g13152	5.30047543245813	1.15631531882373	1.26950274197757	0.107709710002256	88.1894762501258	7.14893445628252e-10	0	g13152
g13153	4.19963027572519	0.00383096892149037	0	1	0.00376443368866024	0.951542012485984	0	g13153
g13154	9.38436680718933	0.412515069056541	0	0.999999999986537	59.3583707613999	3.37018735775033e-08	0	g13154
g13155	3.01773543651686	-0.910366015358796	0	0.873516741396836	140.942153567599	4.76764784537868e-12	0	g13155
g13156	3.10715671078682	0.308712520234838	0	0.999999998181976	14.9523029813739	0.000654039143989801	0	g13156
g13157	0.542663591249762	-1.17719595484031	-1.20569971595734	0.119353148738963	64.1605728463249	1.63057279637979e-08	0	g13157
g13161	0.852357682028992	-0.319668044482131	0	0.99134754328762	1.42448228144964	0.243359309535071	0	g13161
g13163	8.07113887157088	-0.579525255621144	0	0.999999776037196	84.0930783796126	1.15868171224179e-09	0	g13163
g13165	-1.93095771889808	0.831135593278646	0	0.623550728148373	2.40977241728455	0.132573365430595	0	g13165
g13167	5.61694295479614	0.498662649103763	0	0.999997358750551	32.0806532878306	5.71944130823451e-06	0	g13167
g13168	3.61904795450756	1.76858970021067	3.24731480170602	0.00159127729571569	55.8359419032528	5.89720053606701e-08	1	g13168
g13169	1.50340374325742	0.343538254622847	0	0.99321322395371	1.91777705335055	0.177778638418658	0	g13169
g1317	5.75492494743922	-0.403981864287243	0	0.999999974806104	26.0998385698187	2.46740075382472e-05	0	g1317
g13170	4.26931238388623	-3.50000892571744	-7.54601782889108	2.46695013680024e-08	111.606847049121	6.08991133308673e-11	-1	g13170
g13175	4.05457975857316	-0.352294622238349	0	0.996762029629868	2.58922272806973	0.119574271792631	0	g13175
g13178	6.49944064970378	-0.730146277293432	0	0.998200925007315	74.8728981666924	3.68510933018776e-09	0	g13178
g13179	5.00923399876791	0.334388599103189	0	0.999999998280103	19.0295576321047	0.000178194652025574	0	g13179
g13180	5.79551960697303	-0.648510457085361	0	0.999931866180815	67.8281606303757	9.61219025339918e-09	0	g13180
g13181	4.97970426418583	0.730134688002305	0	0.986005481275703	39.6188041219692	1.11670388195975e-06	0	g13181
g13182	2.98234812561975	-0.0687910534278053	0	0.999999999963075	0.595326999863376	0.447268054247283	0	g13182
g13183	6.6285744378499	-1.51285976969925	-4.3778782211754	8.55021344609201e-05	166.773650736865	7.17100027512682e-13	-1	g13183
g13185	6.03542573630497	-0.156045813235989	0	1	22.2837338850849	6.90175656911524e-05	0	g13185
g13186	5.55995293738899	-0.336814051942032	0	0.999999999999999	71.7151379311947	5.61454704199943e-09	0	g13186
g13187	6.94068643893434	0.175957179980755	0	1	18.3461192543607	0.000219540647551798	0	g13187
g13188	0.519783438082997	-2.21460924051611	-5.84193332140151	1.79711910015314e-06	113.457770485002	5.10585270321584e-11	-1	g13188
g13189	-1.38901164028873	3.51940678464522	4.88022110495717	2.26023325828242e-05	46.4752080088937	2.96673090926064e-07	1	g13189
g1319	2.52731284111672	-14.3012183821543	-22.0660102669497	9.62159993446129e-19	562.873575684588	3.05077753279629e-19	-1	g1319
g13190	-0.169895568396101	4.38635193222616	7.56813330637244	2.33882688386885e-08	96.0993194224287	2.95105331850139e-10	1	g13190
g13193	7.24818886526631	-0.510071366389348	0	0.999999991262405	69.0355794344571	8.11431669007848e-09	0	g13193
g13194	7.00327566734509	-0.265832307322387	0	1	61.1280536412914	2.56686346849266e-08	0	g13194
g13195	-0.822038231504409	-0.217816420699377	0	0.996619460813213	0.667733354814821	0.421209540838877	0	g13195
g13197	6.36210020138491	-2.02940191820477	-8.04866583340394	7.44428564076590e-09	251.775797303279	5.87680504655094e-15	-1	g13197
g13198	1.75125022685051	-0.694298430346972	0	0.836144947686858	5.13080320007206	0.0319981367574059	0	g13198
g13199	-0.137621226915159	0.890827485111768	0	0.664249417305836	12.2481905258404	0.0016837481130733	0	g13199
g132	-1.52829043242118	3.96462710252915	2.86672982421749	0.0040664025837904	14.6973173311847	0.000712827534128747	1	g132
g1320	5.08042204928502	-1.70073439069409	-5.73946642876279	2.34756225967249e-06	194.047996279011	1.2571801342308e-13	-1	g1320
g13200	7.23205574544935	0.57869368958548	0	0.999996385657727	58.6311508621344	3.77548620015064e-08	0	g13200
g13201	6.14106784875511	-0.243040861086556	0	0.999999999999938	20.0253414871442	0.000132284385434009	0	g13201
g13202	4.12524714559676	0.0023495965009861	0	0.999999999999449	0.000723518040358945	0.978744630709952	0	g13202
g13203	6.97430608508381	-0.0333902578390051	0	1	0.663077851817308	0.422813012276722	0	g13203
g13204	4.90801977638207	-0.055195436348936	0	0.999999999999817	0.599375398664349	0.445744748975404	0	g13204
g13205	0.562419997056648	2.2347829786158	6.96546060550728	1.02458480063693e-07	158.923866333904	1.23949689750383e-12	1	g13205
g13206	5.60509409120419	-0.320195755291611	0	0.99999999998895	27.1992203139672	1.86194824700388e-05	0	g13206
g13207	4.51514658249297	-1.44598456159286	-1.54387998027019	0.0673037902766778	25.0561726647332	3.2423991894276e-05	0	g13207
g13208	5.01990373163428	0.176060124242004	0	1	13.8175796356743	0.000963886652270336	0	g13208
g13209	1.34068554980976	-2.44000836943526	-7.59854199715745	2.17330217304687e-08	165.772747629787	7.67957140271922e-13	-1	g13209
g1321	2.72135917108581	2.76887210452154	8.54931225034198	2.33291150819039e-09	179.091627998945	3.17372156909015e-13	1	g1321
g13210	5.78001349986256	-0.556631834208701	0	0.999999999980999	183.807590453558	2.35321823740937e-13	0	g13210
g13211	3.53489880332209	0.476094610658238	0	0.999997667741494	27.2271872912805	1.84880892140315e-05	0	g13211
g13212	4.8023906433689	-1.02675889876048	-0.362461168483395	0.359957025273021	193.429830148174	1.30457300572692e-13	0	g13212
g13213	0.546798571432478	0.478329738757599	0	0.998544566184456	9.06167625912008	0.0057108847879849	0	g13213
g13214	5.39521663310231	-0.145070311480385	0	0.999999999999749	4.954305160356	0.0348340470759433	0	g13214
g13215	0.486830742414381	0.869651768693193	0	0.751398124699914	21.0987072471946	9.66937186343332e-05	0	g13215
g13216	3.58336233660563	0.0398035113329716	0	0.999999997476818	0.121650605153826	0.730037658135602	0	g13216
g13217	3.88297256254872	0.050246402111656	0	0.999999999999973	0.580050397187416	0.453091965631885	0	g13217
g13218	1.15265964509062	1.42937309616457	2.15838386682563	0.0201166896520912	51.6272416109799	1.18952906077752e-07	0	g13218
g13219	4.67766131556122	0.880201832377054	0	0.806908360234373	41.9257478475401	7.04054674869717e-07	0	g13219
g13222	3.72269223527868	1.76176959361012	5.14525182933408	1.12030251066206e-05	141.60031671021	4.52682795951724e-12	1	g13222
g13223	3.50315188627973	0.756241759832996	0	0.991540036300057	62.6337510902888	2.04503372693112e-08	0	g13223
g1323	-0.956010375256074	-1.16224747265978	-0.627937781988563	0.267739268882201	20.2336656492043	0.000124401274779899	0	g1323
g13233	6.95535436877214	2.66752715665866	8.02220297973465	7.92244906870476e-09	164.686940301928	8.27552452383428e-13	1	g13233
g13234	4.13260835651819	-0.266665469367681	0	0.999658236875699	1.95957651585571	0.173285225346712	0	g13234
g13235	1.11155158110445	2.907568657157	8.65613252885152	1.82913343123433e-09	174.079405669304	4.39509719398309e-13	1	g13235
g13236	1.27199707896955	2.9819363060166	5.7989733049597	2.00995032771293e-06	76.123641932644	3.13054706932872e-09	1	g13236
g1324	3.54365476561464	-0.182177176105016	0	0.915256345745979	0.0245886141877874	0.8765982466095	0	g1324
g13244	7.34507316519689	-2.23423615424188	-4.58677766695758	4.91937804517281e-05	68.9409083199964	8.22216266883035e-09	-1	g13244
g13245	7.92551457390858	-1.21865020150045	-0.94657794530723	0.176250168662806	27.8337119448905	1.58711030233406e-05	0	g13245
g13246	5.72069820632289	-1.26700356992524	-1.11281661352953	0.137945215209557	27.8848775962164	1.56693653561774e-05	0	g13246
g13249	1.52684735390164	2.26985332952043	4.0981929420259	0.000178628320365268	53.6627925210687	8.43216786255666e-08	1	g13249
g13250	2.49767418564029	3.25667477593411	7.14221177092567	6.61245287169343e-08	106.237117337846	1.02965039218859e-10	1	g13250
g13251	2.66565441467003	3.60379069807683	9.556211654952	2.50004683918393e-10	174.935720411169	4.15490066530196e-13	1	g13251
g13252	4.92846469242062	3.83030676408525	10.1566639932185	7.02600567402882e-11	188.930583843162	1.71327346366976e-13	1	g13252
g13254	6.49681003704038	-0.853397670474823	0	0.986986749525117	188.644722519432	1.74353430673456e-13	0	g13254
g13255	4.6605246647584	0.657556693684732	0	0.998837259820848	41.9330658456452	7.03043372249296e-07	0	g13255
g13256	7.48420383158416	0.460379610447641	0	0.999999999998251	105.480096809797	1.1106916143734e-10	0	g13256
g13257	-2.12463110322355	-7.08488092370785	-13.0896172827577	2.63828778744407e-13	232.281616966245	1.52932892939454e-14	-1	g13257
g13258	5.21970195592296	-0.124651176239555	0	0.999999999999962	4.10404477422253	0.0530735393934035	0	g13258
g13259	3.93036265744689	-1.59590964647714	-4.81541196217487	2.68369377441149e-05	166.311646329173	7.40109477114402e-13	-1	g13259
g13262	5.1886764148124	-0.74181274483348	0	0.805063642840538	6.31071293250659	0.0184857811455768	0	g13262
g13263	3.00793850000092	-0.692918380755296	0	0.896096021603275	8.49257198117674	0.0072068957153342	0	g13263
g13264	3.45871310657093	0.21709422216849	0	0.926156404819738	0.134319115712169	0.716937440688747	0	g13264
g13265	1.35883237931831	-0.27771488040819	0	0.999981719312457	3.63737216864644	0.0675128083240983	0	g13265
g13268	5.39533719150328	0.164045882493613	0	0.999999999999664	6.45865510467882	0.0172937560460116	0	g13268
g13269	3.39026476423776	-0.295487116507779	0	0.99999999852666	13.4735344740402	0.00108686681755501	0	g13269
g13270	1.28628722733448	0.783338310553222	0	0.912294543040715	25.3545466926796	2.9970352273306e-05	0	g13270
g13271	-1.4249466988916	1.81868404464234	3.02105355369638	0.00278132012304177	45.040033877234	3.87259677036971e-07	1	g13271
g13272	-0.828405430347795	2.62033749137153	6.56059219134058	2.83268104906047e-07	112.561425687792	5.55912935567115e-11	1	g13272
g13273	2.26727985962752	0.517002883922184	0	0.992197763162675	7.66372772145009	0.0102064489876494	0	g13273
g13274	9.46317807627775	-0.647369757384734	0	0.999998575232679	118.564815355963	3.17737623750365e-11	0	g13274
g13275	2.22147296751468	2.15235146898287	4.84994090991515	2.44896085483192e-05	82.0595927343622	1.48259867242121e-09	1	g13275
g13277	7.17662810037533	-2.17697953675661	-2.85594408287869	0.00414406837637014	27.9042445443897	1.55937274739869e-05	-1	g13277
g13278	1.14244495844398	0.633575513101225	0	0.994830477417137	22.8218757607889	5.93920026441495e-05	0	g13278
g13279	6.88599889553149	0.0153841240435835	0	1	0.0939097360569778	0.761685740543505	0	g13279
g1328	3.82428527239754	-0.155244748844606	0	0.99999999999992	6.41706241958438	0.0176201027822957	0	g1328
g13280	4.47782861322898	-0.437546360967284	0	0.999266532497611	7.64278522299056	0.0102981065681252	0	g13280
g13283	3.6864444186426	-0.617998563192034	0	0.999940772554276	53.3930962690187	8.82089772421403e-08	0	g13283
g13289	8.28119580681926	-1.09645868925596	-1.19661208231033	0.121085389013434	185.015708113737	2.18200229842057e-13	0	g13289
g1329	-1.16230773106913	0.0478017158766988	0	0.99968120895239	0.03433922618986	0.854413760763629	0	g1329
g13290	3.4362374868788	0.292306583123518	0	0.988087405343129	0.979450135227394	0.331384255978956	0	g13290
g13291	0.519207900022494	0.310052629140967	0	0.999252459414177	2.53964521156572	0.123010152385437	0	g13291
g13293	-0.303913718296225	2.79153005892017	5.86734191738946	1.68212517579668e-06	83.5832421763177	1.23201782303629e-09	1	g13293
g13294	2.33411471482962	1.23332476642122	1.45195181605766	0.079191077416009	58.9030298257666	3.61812990500959e-08	0	g13294
g13296	2.29267545407242	1.74765353370191	5.19194726573904	9.90198133241572e-06	147.289044133532	2.91647340676105e-12	1	g13296
g13299	1.11643336185605	2.28537073421411	1.94537216840853	0.0312831095355909	11.963600573252	0.00186830520908128	0	g13299
g133	-0.177463623389774	4.35527694736754	2.90901535003442	0.00369110561897412	14.2582699484712	0.000827894632725776	1	g133
g1330	4.75719209379409	0.0154950537813461	0	0.999999999999874	0.0426803920628607	0.83792487493867	0	g1330
g13305	-1.28155110652258	0.268054410173112	0	0.965723263736145	0.472486823724275	0.497883658314127	0	g13305
g13306	-1.25943849842554	1.14653458841351	0.464012483752855	0.32323514448424	13.1811515750639	0.00120478260077833	0	g13306
g13307	0.768527072996445	0.765377084093173	0	0.883425369033409	15.8516484599651	0.000485092259702702	0	g13307
g13308	2.88455872619746	-0.759620957976836	0	0.911869328188662	19.2908315385486	0.000164682431169465	0	g13308
g1331	4.19941816791999	-2.70006528019629	-12.380439546866	9.32391917071849e-13	386.624579232413	3.24894045273333e-17	-1	g1331
g13311	4.08073550312296	-0.612215709111393	0	0.999866435630262	44.1511540689105	4.58022125830264e-07	0	g13311
g13313	1.20866972520331	-0.787678850144811	0	0.639020669088233	1.69417541377906	0.204377099855345	0	g13313
g13314	-0.16350192198584	-0.36063373740397	0	0.965267803115075	1.13616545124434	0.29618562084371	0	g13314
g13315	2.89757322928192	1.25955254040059	1.23184269342702	0.114473177977463	35.73489515268	2.5248429038229e-06	0	g13315
g13316	7.24890147143598	-0.156153834384034	0	0.999999999999878	6.27417463753131	0.0187939192327822	0	g13316
g13317	3.51350462839083	0.515243093671014	0	0.999998462290025	39.3509159084096	1.17942522891767e-06	0	g13317
g13318	6.91957396871412	0.0649111794946835	0	1	1.69367396527859	0.204442040263995	0	g13318
g13319	-1.11620620466578	2.14142625864947	5.15185806760651	1.10090121148749e-05	93.4196656376241	3.95607477285917e-10	1	g13319
g13320	4.72756907981584	-0.431170734338619	0	0.999999955874513	30.675854160634	7.94524846884274e-06	0	g13320
g13324	5.10894452367374	0.131039354953832	0	1	11.4400146243879	0.00226781751955689	0	g13324
g13325	3.65052848576524	-1.25723503274961	-2.76200536362541	0.00518018777369008	182.230788368722	2.59876899851651e-13	-1	g13325
g1333	7.15036482833186	0.775466111522269	0	0.996943325824256	106.084532079492	1.04545790240532e-10	0	g1333
g13334	1.89305718368922	-13.7689338849685	-19.1919197895016	3.02700817065656e-17	428.280392801139	9.19212015818295e-18	-1	g13334
g13335	1.18200114528489	-1.33100810780267	-1.96750642326123	0.029896242536694	62.5916580882699	2.05795808076224e-08	0	g13335
g13339	5.644642515094	-0.268894317944923	0	1	88.9891046337703	6.51915975742741e-10	0	g13339
g1334	2.99643438721937	0.143721506262883	0	0.999999945102952	1.46701601214032	0.236625829125457	0	g1334
g13340	3.71743915942286	2.54845921444072	5.73419179345407	2.38012593443627e-06	89.0636036186544	6.46360285646852e-10	1	g13340
g13341	4.30362187466806	1.94825964657412	1.7111509270852	0.0494399339848462	12.3599230084181	0.00161677885945953	0	g13341
g13342	3.91378791793472	-0.535677712388114	0	0.999999306817219	51.3288588922704	1.25203428709135e-07	0	g13342
g13343	3.04162766318243	0.0339281137628529	0	0.999999999999291	0.189615782777107	0.666801882976644	0	g13343
g13344	5.62521769651216	0.416758867399798	0	1	152.499009578578	1.97444119405576e-12	0	g13344
g13345	10.237960977724	0.0239183587416338	0	1	0.315784108277939	0.578927042352847	0	g13345
g13346	7.31911407869581	-0.0736137383410274	0	0.999999999997773	0.892547465071125	0.353416907120144	0	g13346
g13347	5.80553178798818	-1.03075324896593	-0.341763182715626	0.36762720609144	131.213333036609	1.0516734397626e-11	0	g13347
g13348	7.52477113118213	-0.369151814257492	0	0.999999999999007	52.1907551469541	1.08045993510145e-07	0	g13348
g13349	7.3794956800563	-0.680044138635971	0	0.999569061402873	63.882127710122	1.69883482601359e-08	0	g13349
g13350	1.08453692366381	-0.538119798084588	0	0.99729322372727	12.4799026045955	0.00154806775928539	0	g13350
g13351	2.48110903327857	0.340689346310102	0	0.999732199662594	4.15236896393146	0.0517887238252747	0	g13351
g1336	6.92945934390398	-0.870182452779021	0	0.942570120276298	119.519693770712	2.91318096199551e-11	0	g1336
g13360	-0.803763743132559	-2.01283461113422	-2.4154380337064	0.0114914706405773	23.0425700487693	5.58725353434797e-05	-1	g13360
g13362	1.64174398274637	-0.215511517349406	0	0.999980682139738	1.84102313524902	0.186403651303551	0	g13362
g13363	-1.0340409065125	2.21640801285492	3.81744539732823	0.000371785147206903	48.3823040336749	2.09935513715679e-07	1	g13363
g13366	-0.240640199984923	-0.297749160359011	0	0.996647076065289	1.55748983669703	0.22306845364226	0	g13366
g13367	5.51368842791543	-0.102562301686569	0	0.999999993013372	0.850283255651928	0.364883583043203	0	g13367
g13369	-1.05906650539925	1.69097823799645	2.62259476064651	0.0071751299122864	41.1916962263677	8.1391641821949e-07	1	g13369
g1337	4.30833908976711	1.6582601966997	3.74376213541874	0.000449977224432962	88.9460482027735	6.55150291120782e-10	1	g1337
g13370	2.9626001903599	1.15602868655258	1.18490679595032	0.123344073830989	77.0720121963259	2.77011150485426e-09	0	g13370
g13375	4.19126198524616	0.242397603020759	0	0.999999999978946	11.824824074428	0.0019661644447715	0	g13375
g13376	0.955620933441577	-0.729345526857919	0	0.962844013108759	25.091551215297	3.21220536414718e-05	0	g13376
g13377	0.0328489781664955	-0.111784631024766	0	0.999399066274028	0.204484615133415	0.654845762242763	0	g13377
g13379	6.39575854830576	-2.36643047259388	-4.58229379317161	4.97815937855579e-05	62.9764654136881	1.94300124616181e-08	-1	g13379
g1338	0.010539968357232	1.48887536365808	1.10439933235882	0.139731525020543	11.3128662942932	0.00237824824652019	0	g1338
g13380	4.00449795151376	-0.880947313184315	0	0.861897485424249	67.7152438587077	9.76678654809987e-09	0	g13380
g13381	5.69830280301353	0.0965640916118859	0	1	8.90118390440211	0.00609514906519487	0	g13381
g13382	7.57356342777402	0.38811744697304	0	0.999999999712818	36.2492012650089	2.25950714392103e-06	0	g13382
g13383	3.38898399072574	-0.00877854610319728	0	0.999999999378161	0.00578637894359904	0.939942511977631	0	g13383
g13384	7.98677931165749	-1.1632853620808	-1.63841518884132	0.0566433657694034	136.246686842003	6.94281880899651e-12	0	g13384
g13387	2.42272183950672	0.36307763927528	0	0.99976742750657	5.19273514972443	0.0310645824502825	0	g13387
g13388	-0.889027365480916	-1.6240770340737	-0.854707734319865	0.200891401935666	4.9473440834284	0.0349514836914791	0	g13388
g13389	-0.466513145844065	-1.26395502960097	-0.4682656347618	0.321954265450304	5.02791508992087	0.033618697605417	0	g13389
g1339	2.1237020280011	1.95245737431344	3.47244456356408	0.000902424649862033	50.6690389891344	1.40317483669388e-07	1	g1339
g13394	0.991607062749214	-1.92005879118014	-5.15485345587159	1.09221590500883e-05	115.72589329318	4.1272176930055e-11	-1	g13394
g134	1.3768293238975	2.19275007821232	1.22472640103306	0.117258973040443	5.06941123161478	0.0329543849138115	0	g134
g1340	3.58181402248791	-0.719075566175015	0	0.98820463341019	37.8567191754376	1.6066200990996e-06	0	g1340
g13400	0.968494141228354	-11.6209316043374	-14.9461526992154	1.23164382606869e-14	267.433307757621	2.85880397275777e-15	-1	g13400
g13401	5.4028698194221	-0.318401506238985	0	1	78.3782059019817	2.34496288156969e-09	0	g13401
g13402	5.24753424488428	-0.357372671867463	0	0.999999999999931	59.5403965156811	3.27624473040735e-08	0	g13402
g13403	1.15544287131401	0.680165090180353	0	0.976007825641736	19.4636458482401	0.000156355465226836	0	g13403
g13404	-0.967852464658058	0.554551384074812	0	0.967721731378462	5.770234281643	0.0236751433691913	0	g13404
g13405	5.29255480215628	1.27882929685243	1.97132710758968	0.0296653041370021	81.745853902803	1.5407166600071e-09	0	g13405
g13406	3.29899559683981	-0.247514752497947	0	0.999999999998894	16.3336787354722	0.000414519901487593	0	g13406
g13407	2.82287350737119	0.055211339326648	0	0.999999999999733	0.580320600120547	0.452987899626057	0	g13407
g13409	-0.0474817120398116	-1.11402599178371	-0.6741407120037	0.253062477094014	43.379449997803	5.30806842418618e-07	0	g13409
g13411	4.17803112756286	0.466882576488506	0	0.999999999727725	69.4598859407704	7.64932791775612e-09	0	g13411
g13417	0.654564694694984	1.89349706563522	3.61262874444015	0.00063081467201364	58.6124233772667	3.78659318903311e-08	1	g13417
g13418	8.27175487238179	-0.424458885770255	0	0.999999999999902	101.548703563419	1.65807738405786e-10	0	g13418
g13419	5.15780635525682	0.27942980792259	0	0.999999999999852	27.0923786769329	1.91307890502199e-05	0	g13419
g1342	1.43006646281743	1.6727345584467	2.36742050963175	0.0127860177588695	34.65112939794	3.20055656546139e-06	0	g1342
g13420	5.2531075645139	-0.291038641753008	0	0.999999999999996	41.7147559061198	7.33896945458518e-07	0	g13420
