	A	Coef	t	P.value	F	F.p.value	Results	genes
g6919	4.23355378477212	0.380478036465168	0	0.999999999999945	74.0952077159824	4.08264500441926e-09	0	g6919
g6921	2.15352869799121	0.204808427421705	0	0.999999992767097	4.31036199326099	0.0478255249527006	0	g6921
g693	5.97095286389735	0.474305661661764	0	0.999999999341681	67.5937254873453	9.93615520981409e-09	0	g693
g6936	2.67396451566898	0.200153035555823	0	0.999999996495037	4.38898902182085	0.0459807266306763	0	g6936
g694	7.37142546388008	0.599245256672811	0	0.999827471540222	37.795268405625	1.62743402745858e-06	0	g694
g6940	-1.74884025072144	0.0320704372950209	0	0.985449514931474	0.00154740424711937	0.968919788471747	0	g6940
g6944	1.73806870178313	1.33994907042878	1.3036550225549	0.101843495032887	26.4042740686968	2.28091904808465e-05	0	g6944
g6945	1.33258778033823	-0.310591327561915	0	0.905588100455179	0.334303518238166	0.568071405251568	0	g6945
g6946	-0.683188733515411	2.05131304977983	3.44829815574243	0.000959496623091994	45.2698853859148	3.70943591303272e-07	1	g6946
g6947	1.25284564795565	1.75195492735913	2.51167239958575	0.00925215010194074	34.2442946451785	3.50252654229629e-06	1	g6947
g695	0.81309987018247	0.897941715631257	0	0.778095677900578	46.7987232323082	2.79586751861059e-07	0	g695
g6950	-1.20684571453081	2.53123593302946	2.75243744603619	0.00529892177022361	20.7021735662888	0.000108464418759104	1	g6950
g6951	1.85837751934771	3.92440390663596	6.49761154131921	3.32381447480928e-07	76.0291569900259	3.16913088446233e-09	1	g6951
g6952	0.154341521024934	2.52611922716037	4.23171475810757	0.000125737808387595	49.0640656865725	1.85930109174532e-07	1	g6952
g6953	4.288642895072	-0.0983209042670294	0	0.999999983097769	0.703883119499919	0.409069539791285	0	g6953
g6955	9.03866536459529	0.615270026487014	0	0.999999726447973	110.541991349175	6.74712298934633e-11	0	g6955
g6956	5.92742689849544	-0.507004659050537	0	0.999998933275918	38.6217207218658	1.37019584413449e-06	0	g6956
g6957	1.90967855328385	-0.25239144434804	0	0.999604251165491	1.63961807331839	0.211594894229474	0	g6957
g6958	-1.63585256432503	-1.05617394541902	-0.247074403410725	0.403387935527026	21.5802541162719	8.42206946590371e-05	0	g6958
g6960	-1.76289574337104	1.60222571411342	1.34914599399409	0.0944176124334449	12.8838808746209	0.00133901784160667	0	g6960
g6967	1.16463987294451	0.733244841290168	0	0.709251294853772	2.3378882298837	0.138241712427277	0	g6967
g6969	0.263106670201657	0.0325711444104738	0	0.998624908524701	0.00961267580663773	0.922643162240855	0	g6969
g697	-1.43587645823947	-1.28416285386749	-0.474819084561753	0.319796931670013	4.60428213235027	0.0413238277754658	0	g697
g6970	0.400454579001825	-0.457949374242068	0	0.901451152534478	1.24172638421366	0.275253672233467	0	g6970
g6971	2.60783436610558	0.379543273958853	0	0.990534102737585	2.34140953448812	0.137957467834756	0	g6971
g6972	4.40623982877869	-0.780750485998626	0	0.808116643697257	9.95050071987378	0.00400855695694092	0	g6972
g6974	-1.02422525266249	0.913909414031494	0	0.555778135760341	2.01141163166412	0.167902029487223	0	g6974
g6975	1.99323066254674	-1.70534751836154	-1.44743201146378	0.0798203124554527	12.2466088870957	0.00168471743013808	0	g6975
g6982	7.11130261620513	-1.47508525542463	-4.10368318684604	0.000176072651240884	162.344952222296	9.73739750665255e-13	-1	g6982
g6983	3.78917134847393	3.07850068421181	6.79909321179465	1.5525301001418e-07	101.409853563971	1.6820895677e-10	1	g6983
g6984	5.21537496635951	3.22303542018001	10.2796013752851	5.44857247863996e-11	222.121163287997	2.59203409080632e-14	1	g6984
g6985	7.08752357914777	1.91884980671601	7.0449331009203	8.41068994881525e-08	216.44455034276	3.51396147604993e-14	1	g6985
g6986	3.58611444172179	-0.263615805153329	0	0.999999999892241	12.6924577238266	0.00143398539519409	0	g6986
g6988	8.04720341583969	-8.13323091067591	-20.5363627512035	5.57087579105537e-18	548.277840388359	4.24065120936027e-19	-1	g6988
g6992	1.62060877867309	-0.321397182282436	0	0.999994012855777	6.49887677814912	0.0169844789052126	0	g6992
g6993	5.25573945588996	-0.529991896269573	0	0.999998522814392	44.522341336499	4.2690971579391e-07	0	g6993
g6994	0.966373607703507	-0.471199427708345	0	0.999972454876264	18.3365867035107	0.000220185993433733	0	g6994
g6996	2.39468374818255	2.95395403444995	5.33251511177648	6.83219160211162e-06	64.9894662173297	1.44427054890198e-08	1	g6996
g6997	0.532531974563357	-1.08476754612628	-0.298044793139256	0.384009562480252	14.5471267464947	0.000750112933016138	0	g6997
g6998	4.71997882985592	0.407534466564047	0	0.999999260534576	18.0998140190572	0.000236891298590912	0	g6998
g6999	0.513735069922861	-2.05997524409951	-1.91513358399946	0.0332284277211988	13.8525811219026	0.000952246610238299	0	g6999
g700	4.27217988932749	-1.14226800164224	-0.660043368098108	0.257492701745808	28.0844875054079	1.49083702129864e-05	0	g700
g7000	5.76484566308025	0.394731374736909	0	0.999999999999631	70.7439285977966	6.40861327956461e-09	0	g7000
g7001	-0.171307235873253	-0.586604165497691	0	0.99256437509934	13.6864750438849	0.00100887546077544	0	g7001
g7002	-0.391005019346191	2.11662290961763	3.29484171295652	0.00141295569181293	39.0070429123801	1.26555776260809e-06	1	g7002
g7003	-1.66640499506939	-0.271455092785202	0	0.974643411056691	0.574328311461547	0.455304858136903	0	g7003
g7005	0.998529031523757	2.0062223467403	3.35078328314798	0.00122771496317342	44.6337001073945	4.18025627994332e-07	1	g7005
g7008	-0.603344148875803	-0.478312725060308	0	0.970062633555881	3.25169733590041	0.0828592168998418	0	g7008
g7009	5.66574307996081	-0.556289276704182	0	0.999999999527021	134.854400727397	7.77770929263063e-12	0	g7009
g701	4.86760731724046	-2.11131001856754	-2.35495162499997	0.0131436197747412	20.0169331420555	0.00013261368292697	0	g701
g7010	5.88532249546461	0.096211218213579	0	1	8.89965459238612	0.00609894358795956	0	g7010
g7011	6.31620832137863	1.22401212990594	1.46832277178865	0.0769586633285831	64.3682113247787	1.58159324106995e-08	0	g7011
g7013	4.93894125878697	-0.20283727131706	0	1	28.1616479837753	1.46249647674686e-05	0	g7013
g7014	7.20564366064618	-0.189114370686971	0	1	22.7314769882729	6.09020385208255e-05	0	g7014
g7015	6.93072372168197	-0.619546318522527	0	0.999423462130073	35.2834320612697	2.78552774165337e-06	0	g7015
g7016	7.7785965740625	-0.676210899954813	0	0.999842385410534	74.966292948687	3.64024586518428e-09	0	g7016
g7017	5.30156221576692	-0.273736638527301	0	0.999953368313965	3.01506855108893	0.0942370348621104	0	g7017
g7018	0.328722823768782	-0.771182398860782	0	0.888324397731225	17.6691054580721	0.000270897616304517	0	g7018
g7019	1.48588261941408	3.87292386765062	6.10008082630141	9.20297195126262e-07	67.6240012487128	9.89366403178417e-09	1	g7019
g702	4.61482018231038	1.19388194668863	1.58875835482894	0.0620536929916408	95.7114116327477	3.07770885661412e-10	0	g702
g7021	-1.41330609459173	-1.12402669151688	-0.176082477189179	0.43361049385095	2.54656760269435	0.122523542999131	0	g7021
g7022	-0.352314332797523	-0.75234880273721	0	0.811645038673455	7.46299123243655	0.0111231161900017	0	g7022
g7023	4.55852607584923	1.09198787215295	0.72616984249513	0.237085244545914	74.3106229358401	3.96810206002291e-09	0	g7023
g7024	1.85680901955176	2.14326018288246	1.96829629569317	0.0298539174276441	13.6157191692512	0.00103409612916296	0	g7024
g7025	3.97555308836215	0.169025913016188	0	0.997394991867875	0.379868833142229	0.542990304175656	0	g7025
g7026	4.89196645005048	-0.81132947348429	0	0.905634465523594	33.6750525157976	3.97770020967421e-06	0	g7026
g7028	2.30489418769892	1.3266928124289	1.45753613626385	0.0784238142073	35.0348494044604	2.94132783315326e-06	0	g7028
g7029	6.40249653831048	-1.22607828274182	-0.542649785309142	0.295984715084883	8.66079939806203	0.00672445095765064	0	g7029
g703	6.81228350568411	-0.646068189037217	0	0.999932053164587	66.4233086790089	1.17393147407949e-08	0	g703
g7030	2.21426172367594	-0.465631788481191	0	0.99995446694583	16.178157385767	0.000435993048501931	0	g7030
g7031	4.90154024163889	-0.272607181853552	0	0.999999890823875	6.76470910690273	0.0150870724521201	0	g7031
g7033	4.48740110503591	0.205308129209458	0	0.999999999999997	16.9487189514649	0.000340151170422171	0	g7033
g7034	6.17481909748178	-0.0294343646567645	0	1	0.438753404579613	0.513507989353616	0	g7034
g7035	5.13734165899784	0.41660533120022	0	0.999999999996196	68.9064620382245	8.26178470545249e-09	0	g7035
g7036	6.00336249892766	-0.539343903872915	0	0.99999999792242	101.388231769926	1.68586232153206e-10	0	g7036
g7037	5.59271098339776	0.485886164031337	0	0.99999999999658	121.861000128605	2.36032199619393e-11	0	g7037
g7038	1.12370299174739	-0.166838006832848	0	0.999997765142659	1.32903185824199	0.259384240265241	0	g7038
g7039	3.49642110217509	-0.174161883690257	0	0.999999999633357	3.91229842627333	0.0585370249730723	0	g7039
g704	6.03978042978497	-0.474891323467835	0	0.999999999999942	159.706168471917	1.17249029987496e-12	0	g704
g7040	3.83527738759897	0.207063167125926	0	0.999999999999932	13.1370027686502	0.00122376101067968	0	g7040
g7041	4.71358239028344	-0.48791409332665	0	0.999958285832928	19.6211428190045	0.000149161655265025	0	g7041
g7042	-1.43771399658443	-0.276886712629865	0	0.889099467404817	0.0294099486967821	0.865153177786891	0	g7042
g7044	5.93484615689902	3.13367644264976	6.65816919658892	2.21317871209147e-07	95.6226632614525	3.10750095050703e-10	1	g7044
g7046	5.69272282653121	2.84045268624931	6.79524466797165	1.56758666388694e-07	109.985643881833	7.12051882566311e-11	1	g7046
g7048	2.47179019815435	1.52593368899452	2.82620220907975	0.00444880023478694	67.2381575237744	1.04501580051764e-08	1	g7048
g705	4.9899322321919	0.0353705467268046	0	0.999999999999999	0.380435201821793	0.542691899342616	0	g705
g7050	8.54814518014263	1.48606497396573	2.07546163590344	0.0239466181223181	40.2639485808164	9.79923389699209e-07	0	g7050
g7051	5.37331479372048	-0.0315559132417773	0	1	0.53074531539956	0.472753654128197	0	g7051
g7052	4.4599574473944	0.305546245233406	0	0.99999999999999	44.0694973960256	4.65189030868666e-07	0	g7052
g7053	0.00564205514601965	0.336665165997201	0	0.999786336586434	4.18323067205184	0.0509864764936428	0	g7053
g7055	3.13350301892926	-0.164224106198458	0	0.999999991940149	2.47992027700788	0.12730384474703	0	g7055
g7056	3.47236247375417	-0.665516826832223	0	0.986168947092491	21.5255041379408	8.55470896928059e-05	0	g7056
g7059	6.7548601511987	-0.302879587485183	0	0.99999999806078	14.0600603400779	0.000886298689563099	0	g7059
g706	10.0159505012268	0.533102090286361	0	0.999999999786216	120.878029867555	2.57729439419523e-11	0	g706
g7061	-1.65243967837147	0.913661416235907	0	0.571535806811456	3.68947529152233	0.0656985419286789	0	g7061
g7063	2.9088548216026	1.2592190662464	2.83473356521228	0.00435928467498386	189.62395049895	1.6421979474996e-13	1	g7063
g7064	5.71139919649911	-0.223402453658214	0	0.999999999996858	11.3768283702424	0.00232198365123782	0	g7064
g7065	10.5545518994632	0.530205532493214	0	0.999999997961851	94.3912611243656	3.55452745317236e-10	0	g7065
g707	5.87286150203248	-0.190097163937122	0	0.999999999992529	7.00094258961418	0.0135951122730616	0	g707
g7070	0.20548466836453	3.76548785334396	5.95672739399127	1.33361322188419e-06	65.7831161338225	1.28721940275877e-08	1	g7070
g7071	-0.212468317661588	3.32988896485383	2.50055735964621	0.00953038515884739	12.772111401289	0.00139360955588631	1	g7071
g7072	-0.144950022011025	5.77950248809175	6.70862107867029	1.9515774495497e-07	65.8085089406591	1.28250840632884e-08	1	g7072
g7073	4.9952921045139	0.838600121410504	0	0.942049444631202	71.3807208290256	5.87530790146204e-09	0	g7073
g7074	1.87221688313624	-0.466649567860004	0	0.999985020531652	19.4105169957455	0.000158865973627953	0	g7074
g7075	4.33657845339748	-0.490507255945549	0	0.999999973395555	52.3417830375273	1.05309386616799e-07	0	g7075
g7077	3.12798805091609	0.69525684690182	0	0.963045353456462	18.0384663108303	0.000241439592246427	0	g7077
g708	4.82531777843214	-0.440690587318266	0	0.999999999246067	50.858280330157	1.35791211869747e-07	0	g708
g7082	-0.10684317365181	-0.707204395827865	0	0.749763530076822	2.71684076993959	0.111232558234835	0	g7082
g7083	0.345369733473812	1.4368687553077	1.49250273231115	0.0737542645261141	24.096973583348	4.18970683918332e-05	0	g7083
g7087	6.49517588601998	-0.108826525061461	0	1	5.6628482008465	0.0248870596909198	0	g7087
g7088	5.2894247970487	0.683068665564397	0	0.999425569344591	61.8534867864706	2.29950261858994e-08	0	g7088
g7089	7.7626395621389	-0.399225005350077	0	0.999999999999988	99.0941310811536	2.14297014049922e-10	0	g7089
g709	1.52768380468365	-0.355038506585579	0	0.999990205279787	8.18150074438067	0.00820159117130938	0	g709
g7090	7.13245966525338	0.219530433905279	0	1	33.9495499497145	3.74042759515332e-06	0	g7090
g7091	-1.84227450559287	4.84644323047794	7.00915039838504	9.1940100506822e-08	77.9934916629929	2.46236738807874e-09	1	g7091
g7093	1.46909144461978	3.93176500892146	7.18679557580001	5.92463549154611e-08	92.8939383843033	4.19349054020272e-10	1	g7093
g7096	-1.13155026542579	3.61231074453114	5.03790783486011	1.48843068711591e-05	48.5311931429482	2.0442160146689e-07	1	g7096
g7097	0.941173442929831	-0.528432781446371	0	0.996651591321101	10.8881223513613	0.0027915975884228	0	g7097
g7098	1.38359599017891	2.18879777590232	5.64609746821412	2.9967542806857e-06	108.06674032804	8.58902559686089e-11	1	g7098
g7099	3.36699675734831	1.27950177624545	2.08859952829434	0.0232995245211776	91.4161639033931	4.94690594503674e-10	0	g7099
g710	6.04385927071377	-0.376702201449093	0	0.99999999995311	39.147695194569	1.2295351573001e-06	0	g710
g7100	3.78714960941924	1.42810853900184	2.31907439263719	0.0142230383032095	59.8472242047487	3.1242141310996e-08	0	g7100
g7101	3.40055681643431	2.36818915871777	7.4313118502909	3.25752249397846e-08	165.451786448384	7.85077177386896e-13	1	g7101
g7102	4.06100799578531	1.53763267865052	3.27214229746995	0.00149557724065768	87.5786502323356	7.6740794876322e-10	1	g7102
g7103	-0.863520597223146	1.91505964706481	3.67034273110206	0.000543837445968919	59.0036722974964	3.56168415512378e-08	1	g7103
g7104	-0.932370138753052	1.48770741952927	2.48331207467236	0.00986615202708092	57.3824296776741	4.59912420003413e-08	1	g7104
g7105	1.71981531798695	1.0797677641089	0.14811580170681	0.442023866963565	4.0198390499561	0.0553988638790028	0	g7105
g7106	3.66076519004115	1.46987304588026	1.89002241786194	0.0349315659657456	34.9568666433635	2.99211889666716e-06	0	g7106
g7107	3.42695406181063	3.70659270344243	9.12509075297915	6.39984731858007e-10	156.163057845409	1.51095746748453e-12	1	g7107
g7108	-2.57529816872832	3.81434319670226	6.04277800892095	1.06715777975379e-06	67.0746938884432	1.06960000224194e-08	1	g7108
g711	3.25951754545451	-0.119407930003367	0	0.999999999959126	1.99537730700781	0.169545408783779	0	g711
g7110	7.43024881386236	-1.51394721360078	-6.06638727224029	1.0039213659796e-06	319.333659460988	3.36520525824306e-16	-1	g7110
g7111	7.08943194296298	-0.869663288798588	0	0.90761816533205	82.5996711707176	1.38800756868287e-09	0	g7111
g7112	3.16097657728829	1.29123602151143	1.59511033992667	0.0613386438500549	50.0152618965116	1.57248208808435e-07	0	g7112
g7113	0.848283292741812	-0.390108218940625	0	0.931128226240271	0.949943497544968	0.338644487372417	0	g7113
g7114	3.73695218541087	0.0282446373527163	0	0.999999999999998	0.210872797233766	0.649870322404199	0	g7114
g7115	6.78083049254594	0.595854679037942	0	0.999999251815171	83.0304256164641	1.31722176820037e-09	0	g7115
g7116	3.92395281862908	-0.409406912232331	0	0.999999999893454	47.6448097723903	2.39714129044367e-07	0	g7116
g7117	3.71513941126597	-0.551373942304828	0	0.999999954944329	80.4584104474325	1.80620935546394e-09	0	g7117
g7118	4.87700010511316	-0.868623572093013	0	0.973004687131735	177.934400633752	3.41904315799713e-13	0	g7118
g7119	3.84298846917671	-0.501448224451135	0	0.999998576519945	35.5936702621527	2.60344444606149e-06	0	g7119
g712	6.67073780575594	0.00585552283583901	0	1	0.0187360293324283	0.892172052828756	0	g712
g7120	6.12216656014813	-0.184643945334101	0	0.999999999493078	4.36975454400835	0.0464245435114566	0	g7120
g7121	4.83464719947515	-1.83743114259676	-7.58655138248132	2.23702642656844e-08	277.084822736012	1.86858536537561e-15	-1	g7121
g7122	7.05573426029809	-3.92096829659464	-18.3108363553185	9.29813348684343e-17	604.156340498405	1.25407842210169e-19	-1	g7122
g7123	6.80179534273709	-0.231502822314118	0	0.999999999999999	25.3049143867156	3.03642055959767e-05	0	g7123
g7124	6.61192851840016	-0.343394678947728	0	1	102.61356478599	1.48574072017108e-10	0	g7124
g7125	3.35099988598712	-1.18628345882413	-1.49285918624237	0.0737078412705265	90.3786922808694	5.56235649958731e-10	0	g7125
g7126	6.22451123920624	0.0624101056365367	0	0.999999999999982	0.952259038437343	0.338066794391396	0	g7126
g7127	3.32590626778054	0.126197399685292	0	0.998499337697285	0.21798825679539	0.644435286400938	0	g7127
g7128	5.37715382205963	-0.106921731288431	0	1	7.3880150593994	0.0114883064371437	0	g7128
g7129	6.17849793941211	-1.35100786114271	-3.42173316487377	0.0010263320926262	173.450016104481	4.58115750579536e-13	-1	g7129
g713	5.43378007209007	-0.349082302380467	0	0.999999999999998	73.3870792241272	4.48496643999057e-09	0	g713
g7130	7.11592098639382	0.591771356885438	0	0.999999998158052	157.340355986342	1.38808783250915e-12	0	g7130
g7131	5.09995028104042	-1.43190867063076	-5.60204048286566	3.36338444289126e-06	344.936599984484	1.31549959742321e-16	-1	g7131
g7132	4.82216563332926	-0.906396953899638	0	0.820733098990866	81.9020544960864	1.5114808456803e-09	0	g7132
g7133	9.76832029987114	0.100997208466135	0	1	11.4379944447117	0.00226952792675424	0	g7133
g7134	4.32402089793855	-1.20790208482198	-2.67418264103705	0.00636524420025682	241.394796125602	9.69500133657779e-15	-1	g7134
g7135	0.741828923811199	-4.65356466327126	-10.1952289339903	6.48636401649334e-11	168.628848440443	6.32167869958355e-13	-1	g7135
g7136	5.78054401911056	-0.441683200290552	0	0.999999999999933	120.791239771617	2.59745825126048e-11	0	g7136
g7137	2.2954013798983	-0.350007170225652	0	0.999990704565953	7.88842014577526	0.00927728082396258	0	g7137
g7138	3.1440349608685	-0.677315687989565	0	0.9999802235181	107.10875541648	9.44145285553381e-11	0	g7138
g7139	4.68703929486333	-0.863830956364247	0	0.893696998633866	65.6845815985966	1.30567719826089e-08	0	g7139
g714	3.2593284686325	-0.162743480008401	0	0.999999999999504	6.12299172130171	0.0201303864153713	0	g714
g7140	3.91556030658995	-0.260761933795949	0	0.999280890369074	1.57780627980891	0.220159310999658	0	g7140
g7141	3.60513397161816	-1.00876907542835	-0.0532178359234025	0.478980964585991	37.479201468422	1.73917937788517e-06	0	g7141
g7147	3.68689173915407	-0.356956801542537	0	0.997067377456011	2.77186184146116	0.107846200489086	0	g7147
g7148	8.15960737281286	0.625994443156018	0	0.999949039442582	58.5968303120672	3.79586804518305e-08	0	g7148
g7149	7.36576057156931	0.369389518595429	0	0.999999999999999	91.9039533770388	4.68324712656087e-10	0	g7149
g715	1.26043650881644	-0.354716337141526	0	0.999998195681697	10.3073224496456	0.00348821957959552	0	g715
g7150	4.23797694777295	-5.12591559612173	-11.1958031305804	8.68186263842895e-12	193.469597917013	1.30146697064333e-13	-1	g7150
g7151	4.17781996484028	-0.316668411314647	0	0.999975489536158	5.0508070822553	0.0332503986253143	0	g7151
g7152	4.74242262854901	-0.379868550979487	0	0.999999999986581	45.1883756417673	3.76643236886298e-07	0	g7152
g7153	3.53763885385151	0.0558839228698256	0	0.999999999999748	0.598529403111087	0.446062390029297	0	g7153
g7154	3.98573924123893	0.840788346304974	0	0.988341483600141	161.840082829363	1.00876091959657e-12	0	g7154
g7155	9.09701527589614	0.591330456857373	0	0.999609316948964	30.206608345711	8.88417278791276e-06	0	g7155
g7156	1.50054547208771	0.101986753853479	0	0.999993186545303	0.364584679596816	0.551162034976057	0	g7156
g7158	-0.961074869157306	2.62690063035497	5.52086286092475	4.16179636019266e-06	79.4655975151639	2.0445243831016e-09	1	g7158
g7159	3.89809402868976	-7.95256205007627	-10.121797364895	7.58300183967293e-11	134.041618445033	8.31457645379412e-12	-1	g7159
g716	3.2571534469897	-0.483062954277333	0	0.999867573511029	15.4923062318565	0.000546134370056969	0	g716
g7160	1.6608060366852	-0.225942083908295	0	0.992908367645997	0.584039793746369	0.451559389712588	0	g7160
g7161	4.02058050206658	1.17868597089859	1.07382064078148	0.146345424317166	50.1740099571171	1.52944089373864e-07	0	g7161
g7162	-0.870669964072308	1.22757455937146	0.551099136050663	0.293122652492543	8.83705988702136	0.00625648527079013	0	g7162
g7163	2.28641909583902	0.631688749934414	0	0.979252416105952	13.5190414506236	0.0010696666773946	0	g7163
g7164	4.64624376490985	1.31235129131014	2.34333272829172	0.0134845316826366	96.9352000045756	2.69679784418976e-10	0	g7164
g7165	5.49372140804851	0.780264813171935	0	0.989580498782077	76.250570777684	3.07950848713235e-09	0	g7165
g7166	6.56832496375415	0.226074632109179	0	0.999999999999999	22.8062806237697	5.96495958452864e-05	0	g7166
g7167	5.40478909296317	-0.261768803175119	0	1	42.9756908229363	5.73773266478857e-07	0	g7167
g7168	3.83121804672583	0.117203724622886	0	0.999999999999995	4.2363567408435	0.049637920384143	0	g7168
g7169	7.66833260902632	-0.479544319558227	0	0.999999999996726	116.282154211148	3.91941370427044e-11	0	g7169
g717	2.57696443763299	0.841631923035169	0	0.966394204064489	102.971090290941	1.43228660255728e-10	0	g717
g7170	2.89682149794896	1.04104596047145	0.343573837095811	0.366953931417282	75.9344990004489	3.20829922368286e-09	0	g7170
g7171	3.57400582652621	-1.06551199612931	-0.34755429526357	0.365475359852033	31.9536403376576	5.88994834252241e-06	0	g7171
g7172	3.89958210509877	-1.924252271768	-5.60172349390844	3.36618025310798e-06	136.014841002631	7.07486832277898e-12	-1	g7172
g7173	4.93667605039583	-0.454077471647588	0	0.99999999336316	45.3636105326457	3.64504361142911e-07	0	g7173
g7174	5.75049684695214	-0.498489116411059	0	0.999639252706117	14.4855086687449	0.000766015883267383	0	g7174
g718	1.96507298312392	0.60184921829941	0	0.987375250310948	12.868606212245	0.00134633978207496	0	g718
g7180	7.06722532199639	-0.352556152908401	0	0.999999999999989	66.6707301135943	1.13306586504402e-08	0	g7180
g7181	5.67316296803984	-0.497330269930996	0	0.999999946024859	51.0929843937828	1.30394801426981e-07	0	g7181
g7182	5.09833500565819	0.23934384771312	0	0.999999999987816	12.0297686784684	0.00182351766396424	0	g7182
g7183	6.76322349001903	1.01491462385222	0.122982542323447	0.451529593781877	70.0360016097541	7.06333204173546e-09	0	g7183
g7184	4.40490364481886	-0.220764264761852	0	0.999999999999905	15.0301989051331	0.000637142674485095	0	g7184
g7185	2.82644044181689	-5.37927930916722	-15.3253272303179	6.70939731826463e-15	354.374458018248	9.45810724618552e-17	-1	g7185
g7186	3.84444934877894	-12.2145874078182	-18.621053850743	6.27837474759784e-17	411.338646800089	1.51387434835801e-17	-1	g7186
g7187	6.3064141387065	0.144279018889915	0	1	12.8303510604405	0.00136486857985897	0	g7187
g7189	6.89255382646178	-0.0816857979997518	0	0.999999999999985	1.73543375103547	0.199120014962602	0	g7189
g719	4.38277415673333	-0.0501332090161721	0	0.999999999999986	0.610681897059673	0.441533866617627	0	g719
g7190	6.21981838903783	-2.30820720766781	-14.5118655933203	2.4224670586425e-14	655.606129406206	4.47870695516947e-20	-1	g7190
g7192	5.40971510986698	0.274455465566262	0	0.999999999709221	12.8764570873695	0.00134257104463197	0	g7192
g7193	4.65819237736257	0.110891278114041	0	0.999999999998993	2.366764210484	0.135931044769588	0	g7193
g7194	6.80565810363468	-0.783994034625618	0	0.999440365615414	176.388793233797	3.7790392240756e-13	0	g7194
g7195	5.12839921462224	0.249785987507392	0	0.999999999998179	16.0069361518052	0.000461033600701107	0	g7195
g7196	6.0832621760319	-0.349434540568016	0	0.999999999999669	48.4506341081586	2.07385368148481e-07	0	g7196
g7197	10.5172228251348	0.0680948902803031	0	0.999999999999888	0.98192475023212	0.330785199532707	0	g7197
g7198	4.24762318564419	-0.525384827259435	0	0.999999413237315	48.2500069850524	2.14969479415997e-07	0	g7198
g7199	6.40194241405562	-0.429817353577399	0	0.999999999999994	135.438882235143	7.41475458438663e-12	0	g7199
g72	6.10112769034028	-0.133618072451598	0	0.999999999035562	1.90053846352516	0.179672814460458	0	g72
g720	7.00251320291553	-0.443535964383099	0	0.999999999969548	70.9040036911491	6.269820030935e-09	0	g720
g7200	4.50669452751591	-0.447367529209707	0	0.999999999999666	109.989916715447	7.11756774633943e-11	0	g7200
g7201	3.42031358269032	-0.434903859824926	0	0.999999999614585	51.8502024097789	1.14501915362854e-07	0	g7201
g7204	0.147939482992511	-0.751808626882621	0	0.77842678961855	5.56332666177722	0.0260716725257371	0	g7204
g7206	2.87581777135907	3.6965681369225	7.48912223274987	2.83109758365458e-08	105.398995596762	1.11977267683135e-10	1	g7206
g7207	3.23750963191421	-0.927901934852125	0	0.768515793993692	91.9044962522156	4.68296226192142e-10	0	g7207
g7208	-1.68555484648376	3.63905077045652	7.23622234818456	5.2466750417667e-08	99.5645063467843	2.03937056827504e-10	1	g7208
g7209	6.0292458680245	-0.57592552371993	0	0.999999999998293	267.850843324039	2.80588582847999e-15	0	g7209
g721	3.15992781729812	-0.0277544280726731	0	0.999999999999753	0.136460303197494	0.714793606253049	0	g721
g7210	4.19255502627307	-0.749827862547586	0	0.998448993389304	95.3314014382866	3.20747665708958e-10	0	g7210
g7211	3.91099188505493	0.734191385867314	0	0.90983726885055	14.4547112314949	0.000774100815795428	0	g7211
g7212	0.770515650384612	1.59646875401664	3.00327640422777	0.00290442141482142	64.6154030597512	1.52533967784614e-08	1	g7212
g7213	6.55826663986047	-0.763490009876274	0	0.999974454795925	243.514464371345	8.73928909279048e-15	0	g7213
g7214	2.52674320199496	-1.7290072420346	-3.25783541950502	0.00155002507482492	59.7019093533735	3.19524740472163e-08	-1	g7214
g7215	4.09029632774323	-0.483669382281107	0	0.998679743804161	9.6830301551104	0.0044538937559745	0	g7215
g7216	3.8300613360498	-0.401227409465727	0	0.999999996996948	31.9781189454329	5.85666593795702e-06	0	g7216
g7217	8.14935804394283	-0.167637984897041	0	1	30.5301085985567	8.2248727650057e-06	0	g7217
g722	8.21330962936217	0.0315574280874742	0	1	0.582901232578188	0.451995930453091	0	g722
g7221	7.60386916287957	2.22955940163219	4.89765143088415	2.15805333622128e-05	78.8705394319646	2.20342961792396e-09	1	g7221
g7222	-0.695172379814192	2.07379102663487	3.46916132150151	0.000909986715824666	44.8889485132343	3.9840455681044e-07	1	g7222
g7223	2.15346128895981	-0.328977142873482	0	0.999999967468225	13.2755323804972	0.00116527156687497	0	g7223
g7224	8.53714164399685	-0.156851596304509	0	0.999999999998367	5.0456854338952	0.0333324076292361	0	g7224
g7225	1.02012350121348	-0.578263012159062	0	0.796141637006956	1.30613936686077	0.263427953933162	0	g7225
g7227	1.30515033479996	-1.48740868948067	-1.14264980755315	0.131759615273243	12.1590710249546	0.00173932078843689	0	g7227
g723	-1.94859940703777	1.0398495635624	0.07534169467728	0.470593293812843	3.86513492038528	0.0599761116312253	0	g723
g7232	2.35162139334042	0.974460041456719	0	0.56714457649137	42.456649504124	6.34594211717556e-07	0	g7232
g7233	5.74986332970779	-0.0796524022826546	0	0.999999999999884	1.37517572016319	0.251473609906887	0	g7233
g7234	4.14249864726016	-13.9313984771603	-17.0599967172666	5.32635440694389e-16	337.797418481479	1.69795915248029e-16	-1	g7234
g7235	6.1018208346576	0.00479507764451359	0	1	0.0172439320640299	0.896528080053761	0	g7235
