"","genes","logFC","AveExpr","t","P.Value","adj.P.Val"
"g5312","g5312",3.45602657679269,-3.63746172181191,5.66464365277693,3.60234391883238e-06,0.00060847158679449
"g8280","g8280",6.78368829295314,-2.04928540919339,5.60095709565086,4.2692194031449e-06,0.000714674951692533
"g864","g864",3.72141090675329,-3.29326780548207,5.55778466632119,4.71939405380945e-06,0.00078304353199003
"g9254","g9254",6.17205823910057,0.601531015601817,5.55125792384655,4.8242104167108e-06,0.000793413343007989
"g22901","g22901",-4.06991598569429,-0.793755469422777,-5.53961988800464,4.94220680036724e-06,0.00080575161130509
"g23415","g23415",4.8651079106155,-2.85090089654184,5.52019772162112,5.19610091693141e-06,0.000839842207685751
"g1438","g1438",-4.47002367909179,-0.909568104417175,-5.50650405649183,5.37660191335858e-06,0.000861588968150086
"g6210","g6210",4.30259349926507,-3.09865553470852,5.47877101219469,5.76749507942628e-06,0.000916396315628503
"g23463","g23463",-4.24311664008435,-3.99902965157376,-5.42643204273619,6.5869617570006e-06,0.00103780626875634
"g14657","g14657",5.02105819079627,-3.17334742443442,5.40814203506161,6.90855132693456e-06,0.00107940357357247
"g2486","g2486",2.46514647787466,0.483303872114536,5.38825302104179,7.25559860175358e-06,0.00112425800152296
"g19940","g19940",1.62637891958181,3.20978158819909,5.35981076149605,7.80010875154364e-06,0.00119872327034993
"g18402","g18402",-5.36001689598269,-3.93953306486315,-5.33373771326892,8.3574986979216e-06,0.00127394100071002
"g10130","g10130",-3.67389300002603,-4.46549844527486,-5.27778082018641,9.61405088249823e-06,0.00145365999996741
"g9431","g9431",3.50387124596246,-1.06704875942479,5.25912077318212,1.00823089341255e-05,0.00150830523135052
"g5653","g5653",5.79432215946572,-2.08518199111145,5.25881758518066,1.01363517601027e-05,0.00150830523135052
"g5914","g5914",1.9641759938094,4.03464268023938,5.23842051584815,1.06286091733941e-05,0.00156910073536982
"g13042","g13042",-3.05946337525418,-1.80806379306088,-5.23459155197044,1.0733102654548e-05,0.00157214798179782
"g17311","g17311",-6.8100580744877,1.16515399604924,-5.19878393879514,1.19001553366728e-05,0.00172958149152928
"g6056","g6056",4.32124045939056,-2.10380446815938,5.13738975482999,1.37670615143901e-05,0.00198552797179461
"g11147","g11147",4.23813250328593,-4.2969302773851,5.04622586325694,1.73847811489744e-05,0.00248814703635208
"g12210","g12210",4.73328535436732,-1.4549794996112,5.0176727118436,1.87205149485488e-05,0.00265902223310865
"g11371","g11371",6.67993049674085,-1.94094558408135,5.01766342894664,1.89220195103358e-05,0.00266743566766381
"g10773","g10773",4.41169304555351,-0.229174614500703,5.00759847217482,1.91986275692789e-05,0.00268623185295829
"g5671","g5671",6.95271541725769,-3.19550582664343,5.00206836133905,1.97476824288311e-05,0.00274258739154189
"g17312","g17312",-5.07970844229004,1.31048842458198,-4.98760401542039,2.02414056423843e-05,0.0027904861352137
"g682","g682",5.5277101487062,-1.29098506840285,4.97932638790546,2.07143718426697e-05,0.00283484494655631
"g23414","g23414",5.11456216859082,-2.75937452441249,4.95124289925848,2.22243765748055e-05,0.00300323436604948
"g9187","g9187",-4.38150618291565,-0.126720247081749,-4.94981272548406,2.22651649091087e-05,0.00300323436604948
"g9535","g9535",-5.79904764939241,1.4974494016896,-4.90781253198895,2.49308500718237e-05,0.00333877505711873
"g18519","g18519",3.96811678779069,-0.358696561992322,4.88198073948197,2.64871611460459e-05,0.00352204102359726
"g1324","g1324",-4.54780891374915,3.54228584603991,-4.87489310158846,2.69958645254392e-05,0.00356440467596803
"g2808","g2808",4.98854685535531,-0.235215228527798,4.77275999859223,3.51449775688996e-05,0.00458691994426632
"g16062","g16062",4.32043373479392,-1.89955677142761,4.77114297275031,3.52294240745827e-05,0.00458691994426632
"g627","g627",4.67057995934659,-4.58049233212432,4.76607520372708,3.57184953367759e-05,0.00461852461427042
"g21393","g21393",3.8919102937217,-2.92004554681913,4.74216918607659,3.79333569915029e-05,0.00485463616335516
"g13388","g13388",-2.93627506398065,-0.890396285055639,-4.74072138180226,3.80623775141718e-05,0.00485463616335516
"g1484","g1484",-3.56168197064704,-0.871431209480768,-4.71533844084916,4.06337609699909e-05,0.00514758367855649
"g6171","g6171",4.08041023673277,-2.97391056276515,4.68215661220714,4.42712844602396e-05,0.00557075377412773
"g8748","g8748",2.73056030950574,-2.54832809454763,4.67175758941209,4.54452175762713e-05,0.00568034922891674
"g17219","g17219",-3.74508491604164,-0.758503259049475,-4.63552476043673,4.98952448318299e-05,0.00619527116127138
"g12328","g12328",-4.04706833269726,-4.50520526092095,-4.59449014525817,5.54656322746416e-05,0.00684161275998194
"g322","g322",4.12960829820103,-2.10910582174351,4.58600927997861,5.66955560114878e-05,0.00689773792082508
"g9713","g9713",-3.05536853723975,-4.82925638041842,-4.58147606397538,5.7320841762674e-05,0.00689773792082508
"g10770","g10770",4.6153943507454,-1.3704901644223,4.58187330526307,5.73638316460223e-05,0.00689773792082508
"g6708","g6708",3.26733289185382,-2.51068024495974,4.58100551793477,5.73922404207537e-05,0.00689773792082508
"g4426","g4426",5.16944737897827,-2.67145060593809,4.57396024986271,5.86743071132475e-05,0.0070069081787661
"g4627","g4627",-3.21573215054062,-4.97135683768888,-4.55382852593536,6.15456318547735e-05,0.00730328513699461
"g22370","g22370",3.35024491074175,-3.47144219124456,4.54238751101685,6.33852092552021e-05,0.00746060813856033
"g6176","g6176",3.36897218748711,-3.97359418899973,4.54066311097865,6.36672517024723e-05,0.00746060813856033
"g20013","g20013",-4.13217772181664,-3.03973746148897,-4.46055845566684,7.82838803660599e-05,0.00911642529803265
"g10233","g10233",-4.98971715049288,-2.49110968939105,-4.41322350225901,8.86693773673251e-05,0.0102621120756789
"g20141","g20141",7.12083960102644,-0.0678626871185099,4.40324619607698,9.2935312398696e-05,0.0106301057565805
"g7587","g7587",2.98186212925578,1.4700484870961,4.39327647331138,9.2982950774932e-05,0.0106301057565805
"g10350","g10350",-4.51707094293606,-1.33100692788741,-4.38884429295486,9.42241220740198e-05,0.0107067155440351
"g21251","g21251",-3.36961311789994,-3.74935689445515,-4.37456911425793,9.75693955586153e-05,0.0110200517911354
"g18686","g18686",-3.49324356609635,-5.01045221975901,-4.35697495462368,0.000102085876639069,0.0114611263539276
"g10786","g10786",5.33147948318299,0.938521942343285,4.33216296864204,0.000109463240244076,0.0122162279246201
"g4661","g4661",-1.91204470687369,2.9394757061571,-4.30717209367219,0.000115987896489787,0.012867793321225
"g2571","g2571",5.59409746503471,-4.00332859186395,4.30449370967095,0.000117785238200571,0.0129495992218972
"g12441","g12441",-2.00021230608486,3.38633081716537,-4.30011831966865,0.000118106643924712,0.0129495992218972
"g21058","g21058",-3.88916067424335,-4.16539794838132,-4.28631018658701,0.000122440793130428,0.013346758316293
"g9386","g9386",5.57245900147152,0.00868805202174517,4.28072046112076,0.000125195562871032,0.0135681595853698
"g14574","g14574",7.77215489378455,-1.64432674888742,4.28650528734206,0.000127088482325947,0.0136941491674091
"g14433","g14433",3.09397226185631,-1.87417947644635,4.22045489520852,0.00014488646848186,0.0154994803431823
"g23020","g23020",3.37500601955665,-4.18088477952073,4.21885602091267,0.000145496215286153,0.0154994803431823
"g23495","g23495",-3.10798209259232,-1.11972518510534,-4.20203079399026,0.000151891868162357,0.0160893821252883
"g11122","g11122",-5.95109366054728,-2.8843003933877,-4.20085176163466,0.000154347714457952,0.0162576702155738
"g6676","g6676",3.57719709133137,-3.35007724865091,4.19312951299044,0.000155433923960968,0.0162806181024815
"g18403","g18403",2.78190284319769,-0.907290151927059,4.18449615440983,0.000158863028049717,0.0165473495161341
"g6630","g6630",2.53325462693942,-0.490044906165443,4.15674355040534,0.000170561527557783,0.0176677241998943
"g23373","g23373",3.97458979856683,1.86254872616515,4.12435966213465,0.000185470909988828,0.0191065609416513
"g23116","g23116",-3.0268985772824,-1.93197183062461,-4.11893845652277,0.000187893965446891,0.0192504041429714
"g3603","g3603",-1.98576773041505,4.26831889888221,-4.11003155719641,0.000192214100865417,0.0195859900930744
"g1574","g1574",2.79231242046517,0.0246346491591159,4.09185055640699,0.000201362859335732,0.0204073094577602
"g9186","g9186",-3.91720620136995,0.39864528598211,-4.08124773361876,0.000207071840208807,0.0208730641509404
"g18670","g18670",3.87151157412459,-0.812657882923889,4.07498350073312,0.000210396043637939,0.0210947348779022
"g1752","g1752",3.63406205753289,-0.448238643365444,4.06187362268215,0.000217485167847851,0.0216895181488263
"g12716","g12716",3.16883301977068,-1.63818403907726,4.05527789219441,0.00022110352511008,0.0219337036629042
"g15418","g15418",3.11770281836501,0.905740470073292,4.0517584882972,0.000223095731722484,0.0220148519687624
"g15343","g15343",-5.52163847752149,-2.74154389161236,-4.05116032055252,0.000225718837278078,0.0221570810477837
"g3496","g3496",1.98006095690966,6.68621024474254,4.03536209679653,0.000232614192007093,0.0227150181559426
"g23452","g23452",2.58995285446258,-2.82299828905852,4.02233823846189,0.000240476530765338,0.0233611112710846
"g4642","g4642",3.73549791442298,0.50597649092762,4.01663068179187,0.000244154162338637,0.0235961154107582
"g1909","g1909",-5.61920654356785,-2.79164143597709,-4.01510466059846,0.000247833740851857,0.0238288964473408
"g9571","g9571",2.19024510703846,3.59252316888387,3.97212362660579,0.00027332032219497,0.0261453200042525
"g10454","g10454",-4.79051672581732,-3.25643057226167,-3.96695665063417,0.000278279354141068,0.026484566552238
"g8123","g8123",-4.40355647767025,-1.60131028806135,-3.9621648429186,0.000281098895718634,0.0264923488602257
"g3672","g3672",5.04178982320428,-1.12937793201321,3.96360853460811,0.000281187125883243,0.0264923488602257
"g1218","g1218",3.65647480781317,-2.92829912239306,3.94420920603241,0.000293623167443165,0.0273739616435979
"g21055","g21055",4.05850253098239,-2.06666828230081,3.94381812002042,0.000294176946546111,0.0273739616435979
"g3974","g3974",-3.22941889560844,-3.29313541141941,-3.9423074091165,0.000294924542749308,0.0273739616435979
"g5036","g5036",3.84860913555652,1.10230758701633,3.93085182537469,0.000303888108433576,0.0280669859360646
"g14861","g14861",3.0175113974192,-4.87078852156689,3.92794778390301,0.000305874750802923,0.0281119887392353
"g7175","g7175",2.98104653326654,-3.78468243243839,3.92554219630733,0.00030774938329326,0.0281463082310504
"g8509","g8509",2.08185000313224,-0.168873082081897,3.91337227554806,0.000317405915849986,0.028888560758599
"g872","g872",3.82112471988057,-1.31607570762429,3.90797170490157,0.000322087630371695,0.0290704166881317
"g5181","g5181",4.23836406468163,-3.23483521153132,3.90795943847673,0.00032250502272822,0.0290704166881317
"g18767","g18767",4.07971724457305,-0.801246645139713,3.89952353881091,0.000329313793293768,0.0294456290472829
"g6194","g6194",-4.32511088981928,-3.43837098688863,-3.89930508564699,0.000329808635123442,0.0294456290472829
"g10729","g10729",-3.15245096609478,-1.45062405754542,-3.88966189688048,0.000337163949689844,0.0299596535200706
"g20162","g20162",2.90580495870519,3.81551373959772,3.87782562800515,0.000347426973293285,0.0307259826522443
"g16123","g16123",4.34107370589205,-0.692219958436095,3.8732840766813,0.000352406263165952,0.0310200236060959
"g12717","g12717",-3.11344943112942,-2.25130454745804,-3.85904900898417,0.000364413957124766,0.0317839739726212
"g2938","g2938",-2.7635707377279,-0.710765609948994,-3.85894662003032,0.000364475673588648,0.0317839739726212
"g3067","g3067",-3.8024775882959,-2.65962294543125,-3.85705358078675,0.000366569402515313,0.0318185635544426
"g6968","g6968",-2.76143817826717,-3.25122081401676,-3.85258495205999,0.000370406911856212,0.0320034985732355
"g22024","g22024",3.78901871186764,-0.563349937214737,3.84104129595208,0.000381763649984123,0.0328334251080382
"g6828","g6828",2.42803744555541,-1.71379681089788,3.82545171038846,0.000396782009558797,0.0339408383461377
"g10455","g10455",-4.96605685664688,-3.00020300169476,-3.82682427080537,0.000398260410483242,0.0339408383461377
"g10450","g10450",-5.19221743568144,-2.97934012250888,-3.80820599420285,0.000418483110502564,0.0353758525758445
"g650","g650",4.13935170557853,-2.80069304603721,3.80489488785455,0.000418872434361165,0.0353758525758445
"g349","g349",3.33109851953891,-2.51670755094446,3.7914533324434,0.0004325826381394,0.036369918755496
"g507","g507",6.59394187134293,-0.714225527089011,3.79689007463202,0.000439723771517152,0.0368052722864959
"g6396","g6396",2.07449919451984,1.70857942718317,3.77518181918181,0.000450635263439615,0.03753337317031
"g16189","g16189",3.64450520386779,0.995244330336436,3.77390308993247,0.000452426387353462,0.03753337317031
"g8749","g8749",2.24803244312229,-1.80631114267244,3.75947215472136,0.000468894079025667,0.0387174409518634
"g13773","g13773",3.40755838642841,-4.87293026890124,3.75799420386393,0.000470829192864945,0.0387174409518634
"g927","g927",2.43731101774119,-1.19141088260236,3.75177882384143,0.000478100175376666,0.0391145367070255
"g11000","g11000",-3.177235353728,-2.12679564118929,-3.75041795405919,0.000479830574570157,0.0391145367070255
"g7421","g7421",-3.9085531147439,-1.07249241107821,-3.73543593225724,0.000498976681245867,0.0404932930814248
"g20142","g20142",7.132680878886,0.246509616589722,3.74826074024888,0.000503456394925325,0.0404932930814248
"g11943","g11943",3.27782248221078,-3.86174578042138,3.7297779822423,0.000505546564311571,0.0404932930814248
"g8578","g8578",-3.04799578185565,-3.21473465147827,-3.72952759856739,0.000505788424086361,0.0404932930814248
"g10003","g10003",-5.68816074542661,-2.31971425892948,-3.73476821117377,0.000507543008914332,0.0404932930814248
"g11901","g11901",3.9364556492367,-0.316379226498264,3.71260837482795,0.000528641133946626,0.0419978500862936
"g4227","g4227",3.90607344303608,-1.6908493177288,3.70802768786949,0.000534734463967824,0.0423026855060452
"g23118","g23118",4.98395139927521,-1.43064128939403,3.69741656243502,0.000553162698039165,0.0435766698551946
"g4217","g4217",2.99369373334607,-4.76198513373584,3.68996797721017,0.000558836446735685,0.0436184510774062
"g10471","g10471",-1.40418666774175,7.13312185131257,-3.6889023153185,0.000560284588833475,0.0436184510774062
"g22168","g22168",-6.28143624313467,-2.1273721850232,-3.69948032597855,0.000560672393709259,0.0436184510774062
"g20161","g20161",2.69569396246047,1.13814830493365,3.68117859488757,0.000571303181484848,0.044261832023386
"g18023","g18023",-3.39511626264564,-2.59268746312836,-3.67413045461074,0.000581769984167461,0.0448872651570195
"g10451","g10451",-4.68175494518742,-3.65012823379329,-3.66299769781948,0.000601751945569123,0.0462387181453913
"g22184","g22184",2.35121478176572,-1.06164575918095,3.63630964724715,0.000639544931261536,0.048593873642623
"g22019","g22019",3.52966717844007,-2.08963242982973,3.63625512074064,0.000640071518482732,0.048593873642623
"g88","g88",4.35160397901763,-1.39737174807168,3.63747940201571,0.000640177438248861,0.048593873642623
