"","BmalevnoBmale","BmalevsfemaleB","BmalevsfemalenoB","BfemalevsnoBfemale","noBmalevsnoBfemale","gene"
"g21236",0,0,0,0,0,"g21236"
"g21237",0,0,0,0,0,"g21237"
"g21238",0,-1,0,0,-1,"g21238"
"g2124",0,0,0,0,0,"g2124"
"g21241",0,0,0,0,0,"g21241"
"g21242",0,0,0,0,0,"g21242"
"g21243",0,0,0,0,0,"g21243"
"g21244",0,0,0,0,0,"g21244"
"g21245",0,0,0,0,0,"g21245"
"g21246",0,0,0,0,0,"g21246"
"g21248",0,0,0,0,0,"g21248"
"g21249",0,0,0,0,0,"g21249"
"g2125",0,0,0,0,0,"g2125"
"g21251",-1,0,0,0,0,"g21251"
"g21253",0,-1,-1,0,-1,"g21253"
"g21255",0,-1,-1,0,-1,"g21255"
"g21256",0,-1,-1,0,-1,"g21256"
"g21257",0,-1,-1,0,-1,"g21257"
"g21258",0,-1,-1,0,-1,"g21258"
"g21259",0,-1,0,0,-1,"g21259"
"g21260",0,-1,-1,0,-1,"g21260"
"g21261",0,-1,-1,0,-1,"g21261"
"g21262",0,0,0,0,0,"g21262"
"g21263",0,0,0,0,0,"g21263"
"g21264",0,0,0,0,0,"g21264"
"g21265",0,0,0,0,0,"g21265"
"g21266",0,0,0,0,0,"g21266"
"g21269",0,-1,-1,0,-1,"g21269"
"g2127",0,0,0,0,0,"g2127"
"g21270",0,-1,-1,0,-1,"g21270"
"g21273",0,1,1,0,1,"g21273"
"g21274",0,1,0,0,0,"g21274"
"g21275",0,0,0,0,0,"g21275"
"g21276",0,0,0,0,0,"g21276"
"g21277",0,0,0,0,0,"g21277"
"g21278",0,0,0,0,0,"g21278"
"g21279",0,1,1,0,1,"g21279"
"g2128",0,0,0,0,0,"g2128"
"g21280",0,0,-1,0,0,"g21280"
"g21281",0,0,0,0,0,"g21281"
"g21282",0,0,0,0,0,"g21282"
"g21283",0,0,0,0,0,"g21283"
"g21285",0,0,0,0,0,"g21285"
"g21286",0,0,-1,0,0,"g21286"
"g21288",0,0,0,0,0,"g21288"
"g2129",0,0,0,0,0,"g2129"
"g21291",0,0,0,0,0,"g21291"
"g21292",0,0,0,0,0,"g21292"
"g21293",0,0,0,0,0,"g21293"
"g21294",0,-1,0,0,-1,"g21294"
"g21295",1,-1,1,1,0,"g21295"
"g21296",0,0,0,0,0,"g21296"
"g21297",0,0,0,0,0,"g21297"
"g21298",0,0,0,0,0,"g21298"
"g21299",0,0,0,0,0,"g21299"
"g213",0,0,0,0,0,"g213"
"g2130",0,0,0,0,0,"g2130"
"g21304",0,0,0,0,0,"g21304"
"g21305",0,0,0,0,1,"g21305"
"g21306",0,0,0,0,0,"g21306"
"g21307",0,1,1,0,1,"g21307"
"g21308",0,0,0,0,0,"g21308"
"g21309",0,0,0,0,0,"g21309"
"g21310",0,0,0,0,0,"g21310"
"g21311",0,0,0,0,0,"g21311"
"g21312",0,0,0,0,0,"g21312"
"g21313",0,0,0,0,0,"g21313"
"g21314",0,0,0,0,0,"g21314"
"g21316",0,0,0,0,0,"g21316"
"g21317",0,0,0,0,0,"g21317"
"g2132",0,0,0,0,0,"g2132"
"g21324",0,0,0,0,0,"g21324"
"g21325",0,1,1,0,1,"g21325"
"g21328",0,0,0,0,0,"g21328"
"g21330",0,0,0,0,0,"g21330"
"g21331",0,0,0,0,0,"g21331"
"g21333",0,0,0,0,0,"g21333"
"g21335",0,0,0,0,0,"g21335"
"g21336",0,0,0,0,0,"g21336"
"g21337",0,0,0,0,0,"g21337"
"g21338",0,0,-1,0,0,"g21338"
"g21339",0,0,0,0,0,"g21339"
"g2134",0,-1,-1,0,-1,"g2134"
"g21340",0,0,0,0,0,"g21340"
"g21341",0,-1,0,0,-1,"g21341"
"g21342",0,0,0,0,0,"g21342"
"g21343",0,0,0,0,0,"g21343"
"g21344",0,0,0,0,0,"g21344"
"g21345",0,0,0,0,0,"g21345"
"g21346",0,0,0,0,0,"g21346"
"g21347",0,0,0,0,0,"g21347"
"g21348",0,0,0,0,0,"g21348"
"g21349",0,0,0,0,0,"g21349"
"g2135",0,0,0,0,0,"g2135"
"g21350",0,0,0,0,0,"g21350"
"g21351",0,-1,0,0,-1,"g21351"
"g21352",0,0,0,0,0,"g21352"
"g21353",0,0,0,0,0,"g21353"
"g21354",0,0,0,0,0,"g21354"
"g21355",0,0,0,-1,0,"g21355"
"g21357",0,0,1,0,1,"g21357"
"g21358",0,0,0,0,0,"g21358"
"g2136",0,0,0,0,0,"g2136"
"g21360",0,1,1,0,0,"g21360"
"g21361",0,0,0,0,0,"g21361"
"g21362",0,0,0,0,0,"g21362"
"g21363",0,0,0,0,0,"g21363"
"g21364",0,0,0,0,0,"g21364"
"g21365",0,0,0,0,0,"g21365"
"g21366",0,0,0,0,0,"g21366"
"g21367",0,0,0,0,0,"g21367"
"g21368",0,0,0,0,0,"g21368"
"g21369",0,0,0,0,0,"g21369"
"g2137",0,0,0,0,0,"g2137"
"g21370",0,0,0,0,0,"g21370"
"g21371",0,0,0,0,0,"g21371"
"g21372",0,0,0,0,0,"g21372"
"g21373",0,0,0,0,0,"g21373"
"g21374",0,0,0,0,0,"g21374"
"g21375",0,0,0,0,0,"g21375"
"g21376",0,0,0,0,0,"g21376"
"g21377",0,0,0,0,0,"g21377"
"g21378",0,0,0,0,0,"g21378"
"g21379",0,0,0,0,0,"g21379"
"g2138",0,0,0,0,0,"g2138"
"g21380",0,0,0,0,0,"g21380"
"g21381",0,1,1,0,1,"g21381"
"g21382",0,0,0,0,0,"g21382"
"g21384",0,0,0,0,0,"g21384"
"g21385",0,0,0,0,0,"g21385"
"g21386",0,-1,-1,0,-1,"g21386"
"g21387",0,0,0,0,0,"g21387"
"g21388",0,0,0,0,0,"g21388"
"g21389",0,0,0,0,0,"g21389"
"g2139",0,0,0,0,0,"g2139"
"g21393",1,0,1,1,0,"g21393"
"g21394",0,-1,-1,0,-1,"g21394"
"g21395",0,0,0,0,0,"g21395"
"g21396",0,0,0,0,0,"g21396"
"g21397",0,0,0,0,0,"g21397"
"g21398",0,0,0,0,0,"g21398"
"g21399",0,0,0,0,0,"g21399"
"g214",0,0,0,0,0,"g214"
"g2140",0,0,0,0,0,"g2140"
"g21400",0,0,0,0,0,"g21400"
"g21401",0,0,0,0,0,"g21401"
"g21404",0,0,0,0,0,"g21404"
"g21405",0,0,0,0,0,"g21405"
"g21408",0,0,0,0,0,"g21408"
"g21409",0,0,0,0,0,"g21409"
"g2141",0,0,0,0,0,"g2141"
"g21411",0,0,1,0,0,"g21411"
"g21415",0,0,0,0,0,"g21415"
"g21416",0,0,0,0,0,"g21416"
"g21417",0,0,0,0,0,"g21417"
"g21418",0,0,0,0,0,"g21418"
"g21419",0,1,1,0,1,"g21419"
"g2142",0,0,0,0,0,"g2142"
"g21420",0,0,0,0,0,"g21420"
"g21421",0,-1,0,0,0,"g21421"
"g21422",0,-1,-1,0,0,"g21422"
"g21423",0,0,0,0,0,"g21423"
"g21424",0,1,1,0,1,"g21424"
"g21425",0,0,0,0,0,"g21425"
"g21426",0,0,0,0,0,"g21426"
"g21427",0,0,0,0,0,"g21427"
"g21428",0,-1,0,0,0,"g21428"
"g21429",0,0,1,0,0,"g21429"
"g2143",0,0,0,0,0,"g2143"
"g21430",0,0,0,0,0,"g21430"
"g21431",0,0,0,0,0,"g21431"
"g21434",0,0,0,0,0,"g21434"
"g21435",0,0,0,0,0,"g21435"
"g21436",0,-1,-1,0,0,"g21436"
"g21437",0,0,0,0,0,"g21437"
"g21438",0,0,0,0,0,"g21438"
"g21439",0,1,0,0,1,"g21439"
"g2144",0,0,0,0,0,"g2144"
"g21442",0,1,1,0,1,"g21442"
"g21443",0,1,1,0,1,"g21443"
"g21444",0,1,1,0,1,"g21444"
"g21445",0,0,0,0,0,"g21445"
"g21446",0,0,0,0,0,"g21446"
"g21447",0,1,1,0,1,"g21447"
"g21448",0,0,0,0,0,"g21448"
"g21449",0,0,0,0,0,"g21449"
"g2145",0,0,0,0,0,"g2145"
"g21450",0,0,0,0,0,"g21450"
"g21451",0,0,0,0,0,"g21451"
"g21452",0,0,0,0,1,"g21452"
"g21453",0,0,0,0,0,"g21453"
"g21454",0,0,0,0,0,"g21454"
"g21455",0,0,0,0,0,"g21455"
"g21456",0,0,0,0,0,"g21456"
"g21457",0,0,0,0,0,"g21457"
"g21458",0,0,0,0,0,"g21458"
"g21459",0,0,0,0,0,"g21459"
"g2146",0,0,0,0,0,"g2146"
"g21461",0,0,0,0,0,"g21461"
"g21462",0,0,0,0,0,"g21462"
"g21463",0,0,0,0,0,"g21463"
"g21464",0,0,0,0,0,"g21464"
"g21465",0,0,0,0,0,"g21465"
"g21466",0,0,0,0,0,"g21466"
"g21467",0,0,0,0,0,"g21467"
"g21471",0,0,0,0,0,"g21471"
"g21472",0,0,0,0,0,"g21472"
"g21473",0,0,0,0,0,"g21473"
"g21474",0,0,0,0,0,"g21474"
"g21476",0,0,0,0,0,"g21476"
"g21477",0,0,0,0,-1,"g21477"
"g2148",0,0,0,0,0,"g2148"
"g21480",0,0,0,0,0,"g21480"
"g21481",0,0,1,0,0,"g21481"
"g21485",0,1,0,0,1,"g21485"
"g21486",0,0,0,0,0,"g21486"
"g21487",0,1,1,0,1,"g21487"
"g21488",0,0,0,0,0,"g21488"
"g21489",0,0,0,0,0,"g21489"
"g21490",0,0,0,0,0,"g21490"
"g21494",0,0,1,0,0,"g21494"
"g21495",0,0,1,0,0,"g21495"
"g21496",0,1,1,0,1,"g21496"
"g21497",0,1,1,0,1,"g21497"
"g21498",0,1,1,0,1,"g21498"
"g21499",0,0,0,0,0,"g21499"
"g215",0,-1,0,0,-1,"g215"
"g2150",0,0,0,0,0,"g2150"
"g21500",0,0,0,0,0,"g21500"
"g21501",0,1,1,0,1,"g21501"
"g21503",0,0,1,0,1,"g21503"
"g21504",0,0,0,0,0,"g21504"
"g21505",0,0,0,0,0,"g21505"
"g21506",0,0,0,0,0,"g21506"
"g21507",0,0,0,0,0,"g21507"
"g21508",0,0,0,0,0,"g21508"
"g21509",0,0,0,0,0,"g21509"
"g2151",0,0,0,0,0,"g2151"
"g21510",0,0,0,0,0,"g21510"
"g21511",0,0,0,0,0,"g21511"
"g21512",0,0,1,0,1,"g21512"
"g21513",0,0,1,0,1,"g21513"
"g21514",0,1,1,0,1,"g21514"
"g21515",0,0,0,0,0,"g21515"
"g21516",0,0,0,0,0,"g21516"
"g21517",0,0,0,0,0,"g21517"
"g21519",0,0,0,0,0,"g21519"
"g2152",0,0,0,0,0,"g2152"
"g21520",0,0,0,0,-1,"g21520"
"g21522",0,0,0,0,0,"g21522"
"g21523",0,0,-1,0,0,"g21523"
"g21524",0,0,0,0,0,"g21524"
"g21527",0,0,0,0,0,"g21527"
"g21529",0,0,0,0,0,"g21529"
"g2153",1,1,1,0,0,"g2153"
"g21530",0,0,0,0,0,"g21530"
"g21531",0,0,0,0,0,"g21531"
"g21533",0,0,0,0,0,"g21533"
"g21534",0,0,0,0,0,"g21534"
"g21535",0,0,0,0,0,"g21535"
"g21536",0,1,1,0,1,"g21536"
"g21537",0,-1,-1,0,-1,"g21537"
"g21538",0,1,1,0,1,"g21538"
"g21539",0,0,0,0,0,"g21539"
"g21540",0,0,0,0,1,"g21540"
"g21541",0,-1,-1,0,-1,"g21541"
"g21542",0,0,0,0,1,"g21542"
"g21543",0,0,0,0,0,"g21543"
"g21544",0,0,0,0,0,"g21544"
"g21545",0,0,0,0,0,"g21545"
"g21546",0,0,0,0,0,"g21546"
"g21547",0,0,0,0,0,"g21547"
"g21548",0,0,0,0,0,"g21548"
"g21549",0,1,1,0,1,"g21549"
"g2155",0,0,1,0,0,"g2155"
"g21551",0,0,0,0,-1,"g21551"
"g21553",0,0,0,0,0,"g21553"
"g21554",0,0,0,0,0,"g21554"
"g21555",0,0,0,0,0,"g21555"
"g21556",0,0,0,0,0,"g21556"
"g21557",0,0,0,0,0,"g21557"
"g21558",0,1,1,0,1,"g21558"
"g21559",0,1,1,0,1,"g21559"
"g21560",0,0,0,0,0,"g21560"
"g21561",0,0,0,0,0,"g21561"
"g21562",0,0,0,0,0,"g21562"
"g21563",0,0,0,0,0,"g21563"
"g21564",0,0,0,0,0,"g21564"
"g21565",0,0,0,0,0,"g21565"
"g21566",0,0,0,0,0,"g21566"
"g21567",0,0,0,0,0,"g21567"
"g21568",0,0,-1,0,0,"g21568"
"g21569",0,1,1,0,1,"g21569"
"g2157",0,0,0,0,0,"g2157"
"g21570",0,1,0,0,0,"g21570"
"g21571",0,-1,-1,0,-1,"g21571"
"g21572",0,0,0,0,0,"g21572"
"g21573",0,0,0,0,0,"g21573"
"g21574",0,0,0,0,0,"g21574"
"g21575",0,-1,-1,0,-1,"g21575"
"g21576",0,-1,0,0,0,"g21576"
"g21577",0,-1,-1,0,-1,"g21577"
"g21578",0,0,0,0,0,"g21578"
"g21579",0,0,0,0,0,"g21579"
"g21580",0,0,0,0,0,"g21580"
"g21581",0,-1,0,0,-1,"g21581"
"g21582",0,0,0,0,0,"g21582"
"g21583",0,0,0,0,0,"g21583"
"g21584",0,0,0,0,0,"g21584"
"g21585",0,0,0,0,0,"g21585"
"g21586",0,0,0,0,0,"g21586"
"g21587",0,0,0,0,0,"g21587"
"g21588",0,0,0,0,0,"g21588"
"g21589",0,0,0,0,0,"g21589"
"g2159",0,0,-1,-1,-1,"g2159"
"g21590",0,-1,-1,0,-1,"g21590"
"g21591",0,0,0,0,0,"g21591"
"g21592",0,0,0,0,0,"g21592"
"g21593",0,0,0,0,0,"g21593"
"g21594",0,0,0,0,0,"g21594"
"g21595",0,0,0,0,0,"g21595"
"g21596",0,0,0,0,0,"g21596"
"g21597",0,0,0,0,0,"g21597"
"g21598",0,0,0,0,0,"g21598"
"g21599",0,0,0,0,0,"g21599"
"g216",0,0,0,0,0,"g216"
"g21600",0,0,0,0,0,"g21600"
"g21601",0,0,0,0,0,"g21601"
"g21602",0,0,0,0,0,"g21602"
"g21603",0,0,0,0,0,"g21603"
"g21604",0,0,0,0,0,"g21604"
"g21605",0,0,0,0,0,"g21605"
"g21606",0,0,0,0,0,"g21606"
"g21607",0,0,0,0,0,"g21607"
"g21608",0,0,0,0,0,"g21608"
"g21609",0,0,0,0,0,"g21609"
"g2161",0,0,0,0,0,"g2161"
"g21610",0,0,0,0,0,"g21610"
"g21611",0,0,0,0,0,"g21611"
"g21612",0,1,1,0,1,"g21612"
"g21613",0,0,0,0,0,"g21613"
"g21614",0,0,0,0,0,"g21614"
"g21615",0,0,0,0,0,"g21615"
"g21616",0,0,0,0,0,"g21616"
"g21617",0,0,0,0,1,"g21617"
"g21618",0,0,0,0,0,"g21618"
"g21619",0,1,1,0,1,"g21619"
"g2162",0,0,0,0,0,"g2162"
"g21620",0,0,0,0,0,"g21620"
"g21621",0,-1,-1,0,-1,"g21621"
"g21622",0,0,0,0,0,"g21622"
"g21623",0,0,0,0,0,"g21623"
"g21624",0,0,0,0,0,"g21624"
"g21625",0,0,0,0,0,"g21625"
"g21626",0,0,0,0,0,"g21626"
"g21627",0,1,1,0,1,"g21627"
"g21628",0,0,0,0,0,"g21628"
"g21629",0,0,0,0,0,"g21629"
"g21630",0,0,0,0,0,"g21630"
"g21631",0,0,0,0,0,"g21631"
"g21632",0,0,0,0,0,"g21632"
"g21633",0,0,0,0,0,"g21633"
"g21634",0,0,0,0,0,"g21634"
"g21635",0,0,0,0,0,"g21635"
"g21636",0,0,0,0,0,"g21636"
"g21637",0,0,0,0,0,"g21637"
"g21638",0,0,0,0,0,"g21638"
"g21639",0,0,0,0,0,"g21639"
"g2164",0,0,0,0,0,"g2164"
"g21640",0,0,0,0,0,"g21640"
"g21642",0,0,0,0,0,"g21642"
"g21643",0,0,0,0,0,"g21643"
"g21644",0,0,0,0,0,"g21644"
"g21645",0,0,0,0,0,"g21645"
"g21646",0,1,1,0,1,"g21646"
"g21647",0,1,0,0,1,"g21647"
"g21648",0,0,0,0,0,"g21648"
"g21651",0,1,1,0,1,"g21651"
"g21654",0,0,0,0,0,"g21654"
"g21655",0,0,0,0,0,"g21655"
"g21657",0,0,0,0,0,"g21657"
"g21658",0,0,0,0,0,"g21658"
"g21659",0,0,0,0,0,"g21659"
"g21660",0,0,0,0,0,"g21660"
"g21661",0,0,0,0,-1,"g21661"
"g21662",0,0,0,0,0,"g21662"
"g21663",0,0,0,0,0,"g21663"
"g21664",0,0,0,0,0,"g21664"
"g21666",0,0,0,0,0,"g21666"
"g2167",0,0,0,0,0,"g2167"
"g21670",0,0,0,0,0,"g21670"
"g21671",0,0,0,0,0,"g21671"
"g21672",0,-1,0,0,-1,"g21672"
"g21673",0,0,0,0,0,"g21673"
"g21674",0,0,0,0,0,"g21674"
"g21675",0,-1,-1,0,-1,"g21675"
"g21676",0,-1,-1,0,-1,"g21676"
"g21677",0,-1,-1,0,-1,"g21677"
"g21678",0,-1,-1,0,-1,"g21678"
"g21679",0,-1,-1,0,-1,"g21679"
"g21680",0,0,0,0,0,"g21680"
"g21681",0,0,0,0,0,"g21681"
"g21682",0,0,0,0,0,"g21682"
"g21683",0,0,0,0,0,"g21683"
"g21684",0,0,0,0,0,"g21684"
"g21685",0,0,0,0,0,"g21685"
"g21686",0,0,0,0,0,"g21686"
"g21687",0,1,1,0,1,"g21687"
"g21688",0,0,0,0,0,"g21688"
"g21689",0,0,0,0,0,"g21689"
"g21690",0,0,0,0,0,"g21690"
"g21691",0,0,0,0,0,"g21691"
"g21692",0,0,0,0,0,"g21692"
"g21693",0,0,0,0,0,"g21693"
"g21694",0,0,0,0,0,"g21694"
"g21695",0,0,0,0,0,"g21695"
"g21696",0,0,0,0,0,"g21696"
"g21697",0,0,0,0,0,"g21697"
"g21698",0,0,0,0,0,"g21698"
"g21699",0,0,0,0,0,"g21699"
"g217",0,0,0,0,-1,"g217"
"g2170",0,0,0,0,0,"g2170"
"g21700",0,0,0,0,0,"g21700"
"g21701",0,0,0,0,0,"g21701"
"g21702",0,0,1,0,1,"g21702"
"g21703",0,0,0,0,0,"g21703"
"g21705",0,0,0,0,0,"g21705"
"g21707",0,0,0,0,0,"g21707"
"g21708",0,0,0,0,0,"g21708"
"g21709",0,0,0,0,0,"g21709"
"g2171",0,1,1,0,1,"g2171"
"g21710",0,0,0,0,0,"g21710"
"g21711",0,0,0,0,0,"g21711"
"g21712",0,1,0,0,0,"g21712"
"g21713",0,1,1,0,1,"g21713"
"g21714",0,0,0,0,0,"g21714"
"g21715",0,0,0,0,0,"g21715"
"g21716",0,0,0,0,0,"g21716"
"g21717",0,0,0,0,0,"g21717"
"g21718",0,0,0,0,0,"g21718"
"g21719",0,0,0,0,0,"g21719"
"g2172",0,0,0,0,0,"g2172"
"g21720",0,0,0,0,0,"g21720"
"g21721",0,0,0,0,0,"g21721"
"g21722",0,0,0,0,0,"g21722"
"g21725",0,0,0,0,0,"g21725"
"g21727",0,0,0,0,0,"g21727"
"g21728",0,0,0,0,0,"g21728"
"g2173",0,0,0,0,0,"g2173"
"g21730",0,0,0,0,0,"g21730"
"g21731",0,0,0,0,0,"g21731"
"g21732",0,0,0,0,0,"g21732"
"g21733",0,-1,-1,0,-1,"g21733"
"g21734",0,-1,0,0,-1,"g21734"
"g21735",0,0,0,0,0,"g21735"
"g21736",0,0,0,0,0,"g21736"
"g21737",0,0,0,0,0,"g21737"
"g21739",0,0,0,0,0,"g21739"
"g2174",0,-1,0,0,-1,"g2174"
"g21740",0,0,0,0,0,"g21740"
"g21741",0,1,1,0,1,"g21741"
"g21743",0,1,1,0,1,"g21743"
"g21744",0,1,1,0,1,"g21744"
"g21745",0,1,1,0,1,"g21745"
"g21746",0,1,1,0,1,"g21746"
"g21747",0,1,0,0,0,"g21747"
"g21748",0,0,0,0,0,"g21748"
"g21749",0,0,0,0,0,"g21749"
"g2175",0,0,0,0,0,"g2175"
"g21750",0,0,0,0,0,"g21750"
"g21751",0,0,0,0,0,"g21751"
"g21752",0,0,0,0,0,"g21752"
"g21753",0,0,0,0,0,"g21753"
"g21755",0,0,0,0,0,"g21755"
"g21756",0,0,0,0,0,"g21756"
"g21757",0,0,0,0,0,"g21757"
"g21758",0,-1,-1,0,-1,"g21758"
"g21759",0,0,0,0,0,"g21759"
"g2176",0,-1,0,0,0,"g2176"
"g21760",0,0,0,0,0,"g21760"
"g21761",0,0,0,0,0,"g21761"
"g21762",0,0,0,0,0,"g21762"
"g21763",0,0,0,0,0,"g21763"
"g21764",0,0,0,0,-1,"g21764"
"g21765",0,0,0,0,0,"g21765"
"g21766",0,0,0,0,0,"g21766"
"g21767",0,0,0,0,0,"g21767"
"g21768",0,0,1,0,1,"g21768"
"g21769",0,0,0,0,0,"g21769"
"g21770",0,1,1,0,1,"g21770"
"g21771",0,0,0,0,0,"g21771"
"g21772",0,0,1,0,1,"g21772"
"g21773",0,0,0,0,0,"g21773"
"g21774",0,0,0,0,0,"g21774"
"g21775",0,0,0,0,0,"g21775"
"g21776",0,1,1,0,1,"g21776"
"g21777",0,0,0,0,0,"g21777"
"g21779",0,0,0,0,0,"g21779"
"g21780",0,0,0,0,0,"g21780"
"g21781",0,0,0,0,0,"g21781"
"g21782",0,-1,-1,0,-1,"g21782"
"g21783",0,1,1,0,1,"g21783"
"g21784",0,0,0,0,0,"g21784"
"g21786",0,0,0,0,0,"g21786"
"g21788",0,-1,-1,0,-1,"g21788"
"g21789",0,0,-1,0,-1,"g21789"
"g2179",0,0,0,0,0,"g2179"
"g21790",0,0,-1,0,-1,"g21790"
"g21791",0,-1,0,0,-1,"g21791"
"g21792",0,-1,-1,0,-1,"g21792"
"g21793",0,0,0,0,-1,"g21793"
"g21794",0,-1,-1,0,-1,"g21794"
"g21795",0,0,0,0,0,"g21795"
"g21796",0,-1,-1,0,-1,"g21796"
"g21797",0,0,0,0,0,"g21797"
"g21798",0,-1,-1,0,-1,"g21798"
"g21799",0,0,0,0,0,"g21799"
"g218",0,0,0,0,0,"g218"
"g2180",0,0,0,0,0,"g2180"
"g21800",0,-1,-1,0,-1,"g21800"
"g21801",0,0,-1,0,-1,"g21801"
"g21803",0,0,0,0,0,"g21803"
"g21804",0,-1,-1,0,-1,"g21804"
"g21806",0,-1,-1,0,-1,"g21806"
"g21807",0,-1,-1,0,-1,"g21807"
"g21808",0,0,0,0,0,"g21808"
"g2181",0,0,0,0,0,"g2181"
"g21810",0,0,-1,0,-1,"g21810"
"g21811",0,0,-1,0,-1,"g21811"
"g21812",0,0,0,0,0,"g21812"
"g21813",0,0,0,0,0,"g21813"
"g21814",0,0,0,0,0,"g21814"
"g21815",0,0,0,0,0,"g21815"
"g21816",0,0,0,0,0,"g21816"
"g21817",0,0,0,0,0,"g21817"
"g21819",0,0,0,0,0,"g21819"
"g2182",0,0,1,0,0,"g2182"
"g21821",0,0,0,0,0,"g21821"
"g21823",0,0,0,0,0,"g21823"
"g21825",0,0,0,0,-1,"g21825"
"g21826",0,0,0,0,0,"g21826"
"g21827",0,0,0,0,0,"g21827"
"g21828",0,0,0,0,0,"g21828"
"g21829",0,0,0,0,0,"g21829"
"g2183",0,0,0,0,0,"g2183"
"g21830",0,0,0,0,0,"g21830"
"g21831",0,-1,0,0,-1,"g21831"
"g21832",0,0,0,0,0,"g21832"
"g21833",0,0,0,0,0,"g21833"
"g21834",0,0,0,0,0,"g21834"
"g21835",0,1,1,0,1,"g21835"
"g21836",0,0,0,0,0,"g21836"
"g21837",0,0,0,0,0,"g21837"
"g21838",0,0,0,0,0,"g21838"
"g21839",0,0,0,0,0,"g21839"
"g21840",0,0,0,0,0,"g21840"
"g21841",0,0,0,0,0,"g21841"
"g21842",0,0,0,0,0,"g21842"
"g21843",0,0,0,0,0,"g21843"
"g21844",0,0,0,0,0,"g21844"
"g21845",0,0,0,0,0,"g21845"
"g21846",0,0,0,0,0,"g21846"
"g21847",0,1,1,0,1,"g21847"
"g21848",0,0,0,0,0,"g21848"
"g21849",0,0,0,0,0,"g21849"
"g2185",0,-1,0,0,-1,"g2185"
"g21850",0,0,0,0,0,"g21850"
"g21851",0,0,0,0,1,"g21851"
"g21852",0,0,0,0,0,"g21852"
"g21853",0,0,0,0,-1,"g21853"
"g21854",0,0,0,0,0,"g21854"
"g21856",0,-1,0,0,-1,"g21856"
"g21857",0,0,0,0,0,"g21857"
"g21858",0,0,0,0,0,"g21858"
"g21861",0,0,0,0,0,"g21861"
"g21862",0,0,0,0,0,"g21862"
"g21864",0,0,0,0,0,"g21864"
"g21865",0,0,0,0,0,"g21865"
"g21866",0,0,0,0,0,"g21866"
"g21867",0,1,1,0,1,"g21867"
"g21868",0,0,1,0,1,"g21868"
"g2187",0,0,0,0,0,"g2187"
"g21870",0,0,0,0,0,"g21870"
"g21871",0,0,0,0,0,"g21871"
"g21872",0,0,0,0,0,"g21872"
"g21873",0,0,0,0,0,"g21873"
"g21874",0,0,0,0,0,"g21874"
"g21875",0,0,0,0,0,"g21875"
"g21876",0,0,0,0,0,"g21876"
"g21877",0,0,0,0,0,"g21877"
"g21878",0,0,0,0,0,"g21878"
"g21879",0,0,0,0,0,"g21879"
"g21880",0,0,0,0,0,"g21880"
"g21881",0,0,0,0,0,"g21881"
"g21883",0,-1,0,0,-1,"g21883"
"g21885",0,0,0,0,0,"g21885"
"g21886",0,0,0,0,0,"g21886"
"g21887",0,0,0,0,0,"g21887"
"g21888",0,0,0,0,0,"g21888"
"g21890",0,0,0,0,0,"g21890"
"g21891",0,0,0,0,0,"g21891"
"g21892",0,0,0,0,0,"g21892"
"g21893",0,1,1,0,1,"g21893"
"g21894",0,0,0,0,0,"g21894"
"g21895",0,0,0,0,0,"g21895"
"g21896",0,-1,-1,0,-1,"g21896"
"g21897",0,0,-1,0,-1,"g21897"
"g21898",0,0,0,0,0,"g21898"
"g21899",0,0,0,0,0,"g21899"
"g219",0,0,0,0,0,"g219"
"g21900",0,-1,-1,0,-1,"g21900"
"g21901",0,0,0,0,0,"g21901"
"g21903",0,0,1,0,0,"g21903"
"g21905",0,0,0,0,0,"g21905"
"g21906",0,-1,-1,0,-1,"g21906"
"g21907",0,0,-1,0,-1,"g21907"
"g21908",0,0,0,0,-1,"g21908"
"g21909",0,-1,-1,0,-1,"g21909"
"g2191",0,0,0,0,0,"g2191"
"g21910",0,0,0,0,0,"g21910"
"g21911",0,0,0,0,0,"g21911"
"g21913",0,0,0,0,0,"g21913"
"g21914",0,0,0,0,0,"g21914"
"g21915",0,0,0,0,0,"g21915"
"g21916",0,0,0,0,0,"g21916"
"g21917",0,0,1,0,0,"g21917"
"g21918",0,0,0,0,0,"g21918"
"g21919",0,0,0,0,0,"g21919"
"g21920",0,-1,-1,0,-1,"g21920"
"g21921",0,0,0,0,0,"g21921"
"g21922",0,0,1,0,1,"g21922"
"g21923",0,0,0,0,0,"g21923"
"g21924",0,0,0,0,0,"g21924"
"g21925",0,0,0,0,0,"g21925"
"g21926",0,0,0,0,1,"g21926"
"g21927",0,0,0,0,0,"g21927"
"g21929",0,0,0,0,0,"g21929"
"g21930",0,0,0,0,0,"g21930"
"g21931",0,0,0,0,0,"g21931"
"g21932",0,0,0,0,0,"g21932"
"g21933",0,0,0,0,0,"g21933"
"g21934",0,0,0,0,0,"g21934"
"g21935",0,0,0,0,0,"g21935"
"g21936",0,-1,0,0,0,"g21936"
"g21937",0,0,0,0,0,"g21937"
"g21938",0,0,0,0,0,"g21938"
"g2194",0,0,0,0,0,"g2194"
"g21940",0,0,0,0,0,"g21940"
"g21941",0,0,0,0,0,"g21941"
"g21942",0,-1,-1,0,-1,"g21942"
"g21943",0,-1,-1,0,-1,"g21943"
"g21944",0,-1,-1,0,-1,"g21944"
"g21945",0,-1,-1,0,-1,"g21945"
"g21946",0,-1,-1,0,-1,"g21946"
